Pixel	Blue	Green	Red	***	BGR	BGR_Norm	***	Coord	Angstrom	BW	BW_Norm
0	56.48	15.12	231.63	***	303.23	1.52	***	-109	-328.09	305	1.52
1	57.65	23.71	233.97	***	315.33	1.58	***	-108	-325.08	315	1.57
2	57.05	22.99	231.71	***	311.75	1.56	***	-107	-322.07	302	1.51
3	56.75	19.43	229.36	***	305.54	1.53	***	-106	-319.06	296	1.48
4	56.05	17.27	227.9	***	301.22	1.51	***	-105	-316.05	289	1.45
5	55.83	16.54	227.44	***	299.81	1.5	***	-104	-313.04	289	1.45
6	56.9	17.98	232.36	***	307.24	1.54	***	-103	-310.03	301	1.5
7	56.3	13.65	231.2	***	301.15	1.51	***	-102	-307.02	300	1.5
8	57.43	22.28	235.01	***	314.72	1.57	***	-101	-304.01	312	1.56
9	58.14	26.6	232.66	***	317.4	1.59	***	-100	-301.0	313	1.56
10	57.92	22.27	233.69	***	313.88	1.57	***	-99	-297.99	309	1.54
11	57.89	18.68	224.46	***	301.03	1.51	***	-98	-294.98	282	1.41
12	57.76	14.37	224.61	***	296.74	1.48	***	-97	-291.97	276	1.38
13	59.39	28.04	227.86	***	315.29	1.58	***	-96	-288.96	295	1.48
14	59.97	25.12	235.55	***	320.64	1.6	***	-95	-285.95	312	1.56
15	59.18	20.87	233.88	***	313.93	1.57	***	-94	-282.94	302	1.51
16	59.91	20.85	233.53	***	314.29	1.57	***	-93	-279.93	314	1.57
17	60.27	19.43	240.38	***	320.08	1.6	***	-92	-276.92	328	1.64
18	59.34	15.11	241.27	***	315.72	1.58	***	-91	-273.91	328	1.64
19	57.53	10.08	234.6	***	302.21	1.51	***	-90	-270.9	303	1.51
20	57.89	19.4	236.94	***	314.23	1.57	***	-89	-267.89	319	1.59
21	58.1	15.09	238.65	***	311.84	1.56	***	-88	-264.88	319	1.59
22	58.04	12.23	240.6	***	310.87	1.55	***	-87	-261.87	322	1.61
23	57.96	15.83	235.7	***	309.49	1.55	***	-86	-258.86	313	1.56
24	59.33	17.95	238.07	***	315.35	1.58	***	-85	-255.85	324	1.62
25	59.68	25.87	236.17	***	321.72	1.61	***	-84	-252.84	325	1.63
26	59.12	12.93	239.57	***	311.62	1.56	***	-83	-249.83	322	1.61
27	58.77	17.96	239.13	***	315.86	1.58	***	-82	-246.82	325	1.63
28	58.69	16.54	239.45	***	314.68	1.57	***	-81	-243.81	333	1.67
29	58.98	15.84	238.1	***	312.92	1.56	***	-80	-240.8	325	1.63
30	58.63	13.66	236.1	***	308.39	1.54	***	-79	-237.79	315	1.57
31	59.06	9.35	241.04	***	309.45	1.55	***	-78	-234.78	325	1.63
32	58.39	14.4	239.8	***	312.59	1.56	***	-77	-231.77	327	1.64
33	59.98	25.12	247.9	***	333.0	1.67	***	-76	-228.76	356	1.78
34	60.18	27.3	249.84	***	337.32	1.69	***	-75	-225.75	362	1.81
35	59.49	22.99	236.96	***	319.44	1.6	***	-74	-222.74	327	1.64
36	57.42	15.11	235.03	***	307.56	1.54	***	-73	-219.73	311	1.55
37	57.44	15.12	232.91	***	305.47	1.53	***	-72	-216.72	308	1.54
38	56.41	21.58	231.6	***	309.59	1.55	***	-71	-213.71	312	1.56
39	56.1	23.72	237.17	***	316.99	1.58	***	-70	-210.7	324	1.62
40	56.96	15.83	241.11	***	313.9	1.57	***	-69	-207.69	333	1.67
41	56.84	10.8	240.19	***	307.83	1.54	***	-68	-204.68	321	1.6
42	57.65	12.24	242.1	***	311.99	1.56	***	-67	-201.67	326	1.63
43	57.49	13.68	246.51	***	317.68	1.59	***	-66	-198.66	350	1.75
44	57.51	17.26	241.34	***	316.11	1.58	***	-65	-195.65	340	1.7
45	58.31	14.38	245.99	***	318.68	1.59	***	-64	-192.64	343	1.72
46	59.27	18.69	244.95	***	322.91	1.61	***	-63	-189.63	344	1.72
47	59.4	25.18	246.06	***	330.64	1.65	***	-62	-186.62	359	1.79
48	58.47	12.96	244.58	***	316.01	1.58	***	-61	-183.61	344	1.72
49	59.46	20.86	246.93	***	327.25	1.64	***	-60	-180.6	357	1.78
50	59.27	17.25	247.75	***	324.27	1.62	***	-59	-177.59	353	1.76
51	58.76	17.26	243.04	***	319.06	1.6	***	-58	-174.58	344	1.72
52	59.17	21.6	248.0	***	328.77	1.64	***	-57	-171.57	360	1.8
53	59.94	26.6	254.46	***	341.0	1.71	***	-56	-168.56	387	1.94
54	59.1	20.14	247.38	***	326.62	1.63	***	-55	-165.55	361	1.8
55	58.91	17.98	243.31	***	320.2	1.6	***	-54	-162.54	345	1.73
56	57.63	20.87	241.38	***	319.88	1.6	***	-53	-159.53	345	1.73
57	55.7	22.3	245.0	***	323.0	1.61	***	-52	-156.52	354	1.77
58	55.98	29.46	254.63	***	340.07	1.7	***	-51	-153.51	385	1.93
59	55.48	33.08	250.4	***	338.96	1.69	***	-50	-150.5	382	1.91
60	54.54	20.87	250.02	***	325.43	1.63	***	-49	-147.49	374	1.87
61	53.89	22.29	243.75	***	319.93	1.6	***	-48	-144.48	353	1.76
62	53.83	28.77	245.48	***	328.08	1.64	***	-47	-141.47	367	1.83
63	54.2	32.37	247.52	***	334.09	1.67	***	-46	-138.46	369	1.84
64	54.27	29.48	249.69	***	333.44	1.67	***	-45	-135.45	370	1.85
65	54.04	38.07	247.04	***	339.15	1.7	***	-44	-132.44	369	1.84
66	53.34	29.46	243.05	***	325.85	1.63	***	-43	-129.43	357	1.78
67	52.27	35.94	243.85	***	332.06	1.66	***	-42	-126.42	363	1.81
68	51.94	30.21	246.24	***	328.39	1.64	***	-41	-123.41	360	1.8
69	50.9	36.64	248.85	***	336.39	1.68	***	-40	-120.4	384	1.92
70	45.71	44.55	247.94	***	338.2	1.69	***	-39	-117.39	388	1.94
71	44.33	47.47	254.01	***	345.81	1.73	***	-38	-114.38	408	2.04
72	41.94	47.43	255.98	***	345.35	1.73	***	-37	-111.37	418	2.09
73	42.47	48.87	258.56	***	349.9	1.75	***	-36	-108.36	425	2.13
74	41.44	52.47	255.1	***	349.01	1.75	***	-35	-105.35	421	2.1
75	42.13	53.92	253.32	***	349.37	1.75	***	-34	-102.34	416	2.08
76	41.75	62.53	256.51	***	360.79	1.8	***	-33	-99.33	428	2.14
77	43.46	55.29	265.77	***	364.52	1.82	***	-32	-96.32	447	2.23
78	42.72	68.98	265.85	***	377.55	1.89	***	-31	-93.31	451	2.25
79	43.77	69.6	275.06	***	388.43	1.94	***	-30	-90.3	477	2.38
80	42.5	66.04	283.3	***	391.84	1.96	***	-29	-87.29	477	2.38
81	40.85	48.8	303.12	***	392.77	1.96	***	-28	-84.28	473	2.37
82	38.37	50.23	312.85	***	401.45	2.01	***	-27	-81.27	487	2.44
83	34.22	38.79	310.04	***	383.05	1.92	***	-26	-78.26	459	2.29
84	31.82	39.52	308.53	***	379.87	1.9	***	-25	-75.25	443	2.21
85	29.6	33.79	309.15	***	372.54	1.86	***	-24	-72.24	435	2.17
86	27.4	38.11	315.37	***	380.88	1.9	***	-23	-69.23	448	2.24
87	28.96	61.05	324.26	***	414.27	2.07	***	-22	-66.22	476	2.38
88	29.46	67.44	329.77	***	426.67	2.13	***	-21	-63.21	492	2.46
89	29.55	65.32	344.32	***	439.19	2.2	***	-20	-60.2	508	2.54
90	31.2	73.2	360.48	***	464.88	2.32	***	-19	-57.19	541	2.71
91	33.94	97.52	370.94	***	502.4	2.51	***	-18	-54.18	592	2.96
92	33.97	131.15	380.93	***	546.05	2.73	***	-17	-51.17	612	3.06
93	33.45	131.18	390.64	***	555.27	2.78	***	-16	-48.16	623	3.12
94	31.14	185.52	418.16	***	634.82	3.17	***	-15	-45.15	699	3.5
95	30.8	287.05	455.43	***	773.28	3.87	***	-14	-42.14	851	4.25
96	24.02	377.95	510.94	***	912.91	4.56	***	-13	-39.13	983	4.92
97	20.38	509.54	570.55	***	1100.47	5.5	***	-12	-36.12	1159	5.79
98	19.58	631.77	613.33	***	1264.68	6.32	***	-11	-33.11	1324	6.62
99	18.49	857.0	693.49	***	1568.98	7.84	***	-10	-30.1	1623	8.12
100	14.65	1138.7	832.36	***	1985.71	9.93	***	-9	-27.09	2034	10.17
101	13.12	1516.28	993.13	***	2522.53	12.61	***	-8	-24.08	2570	12.85
102	11.29	2096.28	1206.77	***	3314.34	16.57	***	-7	-21.07	3346	16.73
103	10.52	2991.79	1467.98	***	4470.29	22.35	***	-6	-18.06	4448	22.24
104	12.83	4478.6	1810.57	***	6302.0	31.51	***	-5	-15.05	6152	30.76
105	30.03	6830.24	2342.56	***	9202.83	46.01	***	-4	-12.04	8850	44.25
106	159.27	10320.37	3164.77	***	13644.41	68.22	***	-3	-9.03	13074	65.37
107	410.23	15042.79	4318.64	***	19771.66	98.86	***	-2	-6.02	18977	94.89
108	761.52	20848.1	5916.71	***	27526.33	137.63	***	-1	-3.01	26534	132.67
109	1032.14	25133.02	7364.74	***	33529.9	167.65	***	0	0.0	32519	162.59
110	1053.97	26413.52	7937.56	***	35405.05	177.03	***	1	3.01	34402	172.01
111	939.82	26421.34	8031.31	***	35392.47	176.96	***	2	6.02	34356	171.78
112	646.61	23570.89	8000.58	***	32218.08	161.09	***	3	9.03	31519	157.59
113	226.76	16854.46	7521.93	***	24603.15	123.02	***	4	12.04	24671	123.36
114	44.29	9769.66	6310.64	***	16124.59	80.62	***	5	15.05	16868	84.34
115	17.4	4922.77	5042.19	***	9982.36	49.91	***	6	18.06	11066	55.33
116	14.27	2218.62	3987.77	***	6220.66	31.1	***	7	21.07	7364	36.82
117	14.08	845.53	3099.73	***	3959.34	19.8	***	8	24.08	4976	24.88
118	14.77	380.8	2335.08	***	2730.65	13.65	***	9	27.09	3535	17.68
119	14.93	324.32	1806.56	***	2145.81	10.73	***	10	30.1	2737	13.69
120	14.86	385.76	1389.97	***	1790.59	8.95	***	11	33.11	2212	11.06
121	15.2	415.81	1073.34	***	1504.35	7.52	***	12	36.12	1789	8.95
122	16.31	402.28	826.48	***	1245.07	6.23	***	13	39.13	1430	7.15
123	19.56	316.45	646.94	***	982.95	4.91	***	14	42.14	1109	5.54
124	25.55	233.5	531.31	***	790.36	3.95	***	15	45.15	887	4.43
125	33.18	225.55	478.67	***	737.4	3.69	***	16	48.16	822	4.11
126	33.09	169.06	439.55	***	641.7	3.21	***	17	51.17	714	3.57
127	32.38	174.19	412.19	***	618.76	3.09	***	18	54.18	673	3.37
128	31.82	166.22	403.38	***	601.42	3.01	***	19	57.19	658	3.29
129	30.96	120.43	383.56	***	534.95	2.67	***	20	60.2	596	2.98
130	29.96	101.17	369.82	***	500.95	2.5	***	21	63.21	569	2.85
131	28.25	97.51	364.68	***	490.44	2.45	***	22	66.22	554	2.77
132	29.29	77.52	356.55	***	463.36	2.32	***	23	69.23	535	2.67
133	32.71	69.61	359.47	***	461.79	2.31	***	24	72.24	551	2.75
134	31.18	64.66	350.69	***	446.53	2.23	***	25	75.25	531	2.65
135	32.2	67.47	352.36	***	452.03	2.26	***	26	78.26	539	2.69
136	35.84	70.34	353.65	***	459.83	2.3	***	27	81.27	546	2.73
137	36.52	59.55	340.38	***	436.45	2.18	***	28	84.28	518	2.59
138	34.03	41.66	328.09	***	403.78	2.02	***	29	87.29	482	2.41
139	37.27	45.98	322.67	***	405.92	2.03	***	30	90.3	488	2.44
140	38.97	55.33	299.9	***	394.2	1.97	***	31	93.31	470	2.35
141	41.36	60.38	299.04	***	400.78	2.0	***	32	96.32	491	2.46
142	41.91	62.44	294.4	***	398.75	1.99	***	33	99.33	480	2.4
143	40.56	58.17	285.43	***	384.16	1.92	***	34	102.34	456	2.28
144	41.41	81.1	278.42	***	400.93	2.0	***	35	105.35	476	2.38
145	37.77	67.55	255.23	***	360.55	1.8	***	36	108.36	430	2.15
146	40.17	63.23	252.41	***	355.81	1.78	***	37	111.37	415	2.08
147	43.89	72.55	255.23	***	371.67	1.86	***	38	114.38	432	2.16
148	45.46	56.03	248.14	***	349.63	1.75	***	39	117.39	395	1.98
149	44.72	37.37	245.78	***	327.87	1.64	***	40	120.4	366	1.83
150	46.78	43.85	241.28	***	331.91	1.66	***	41	123.41	361	1.8
151	46.91	42.42	245.15	***	334.48	1.67	***	42	126.42	371	1.85
152	49.83	56.0	249.63	***	355.46	1.78	***	43	129.43	396	1.98
153	51.21	42.42	250.77	***	344.4	1.72	***	44	132.44	388	1.94
154	51.09	40.98	245.99	***	338.06	1.69	***	45	135.45	374	1.87
155	52.24	49.56	249.46	***	351.26	1.76	***	46	138.46	390	1.95
156	52.67	45.28	245.78	***	343.73	1.72	***	47	141.47	375	1.88
157	53.88	42.41	244.74	***	341.03	1.71	***	48	144.48	373	1.86
158	56.44	25.87	243.29	***	325.6	1.63	***	49	147.49	352	1.76
159	57.29	28.03	251.01	***	336.33	1.68	***	50	150.5	376	1.88
160	56.89	24.44	246.87	***	328.2	1.64	***	51	153.51	355	1.77
161	56.56	13.67	241.61	***	311.84	1.56	***	52	156.52	341	1.71
162	56.03	16.55	240.94	***	313.52	1.57	***	53	159.53	337	1.69
163	57.04	22.3	242.8	***	322.14	1.61	***	54	162.54	347	1.74
164	57.35	17.25	244.73	***	319.33	1.6	***	55	165.55	344	1.72
165	58.97	12.96	244.5	***	316.43	1.58	***	56	168.56	338	1.69
166	59.26	10.8	242.88	***	312.94	1.56	***	57	171.57	339	1.7
167	58.77	13.68	244.11	***	316.56	1.58	***	58	174.58	338	1.69
168	59.48	23.72	243.89	***	327.09	1.64	***	59	177.59	346	1.73
169	58.84	21.6	233.64	***	314.08	1.57	***	60	180.6	320	1.6
170	58.05	9.36	234.24	***	301.65	1.51	***	61	183.61	311	1.55
171	57.99	16.53	233.27	***	307.79	1.54	***	62	186.62	306	1.53
172	59.42	21.56	236.7	***	317.68	1.59	***	63	189.63	315	1.57
173	59.05	19.4	236.1	***	314.55	1.57	***	64	192.64	315	1.57
174	58.98	13.66	235.84	***	308.48	1.54	***	65	195.65	309	1.54
175	58.75	22.31	233.71	***	314.77	1.57	***	66	198.66	309	1.54
176	58.7	13.66	238.0	***	310.36	1.55	***	67	201.67	318	1.59
177	59.61	20.15	239.75	***	319.51	1.6	***	68	204.68	329	1.65
178	58.63	12.96	235.04	***	306.63	1.53	***	69	207.69	312	1.56
179	59.4	18.71	239.6	***	317.71	1.59	***	70	210.7	334	1.67
180	58.76	15.81	241.86	***	316.43	1.58	***	71	213.71	327	1.64
181	58.56	10.06	240.02	***	308.64	1.54	***	72	216.72	326	1.63
182	58.7	13.67	238.48	***	310.85	1.55	***	73	219.73	322	1.61
183	58.84	18.71	237.83	***	315.38	1.58	***	74	222.74	325	1.63
184	58.71	14.38	238.69	***	311.78	1.56	***	75	225.75	325	1.63
185	59.9	21.56	244.54	***	326.0	1.63	***	76	228.76	349	1.75
186	59.15	17.97	240.37	***	317.49	1.59	***	77	231.77	326	1.63
187	59.27	17.24	238.47	***	314.98	1.57	***	78	234.78	323	1.61
188	58.49	11.52	234.85	***	304.86	1.52	***	79	237.79	310	1.55
189	58.91	17.24	236.95	***	313.1	1.57	***	80	240.8	319	1.59
190	59.13	14.38	240.63	***	314.14	1.57	***	81	243.81	324	1.62
191	58.35	7.2	240.28	***	305.83	1.53	***	82	246.82	324	1.62
192	58.27	8.62	236.08	***	302.97	1.51	***	83	249.83	305	1.52
193	58.05	9.36	237.6	***	305.01	1.53	***	84	252.84	311	1.55
194	58.48	14.39	235.43	***	308.3	1.54	***	85	255.85	312	1.56
195	58.2	15.11	231.87	***	305.18	1.53	***	86	258.86	309	1.54
196	58.19	12.24	232.29	***	302.72	1.51	***	87	261.87	306	1.53
197	57.92	8.64	233.38	***	299.94	1.5	***	88	264.88	305	1.52
198	58.19	9.36	240.16	***	307.71	1.54	***	89	267.89	318	1.59
199	58.48	11.5	239.8	***	309.78	1.55	***	90	270.9	324	1.62
200	58.65	21.59	238.69	***	318.93	1.59	***	91	273.91	325	1.63
201	58.96	22.28	235.08	***	316.32	1.58	***	92	276.92	321	1.6
202	58.48	12.94	235.48	***	306.9	1.53	***	93	279.93	311	1.55
203	58.55	17.24	236.92	***	312.71	1.56	***	94	282.94	315	1.57
204	57.84	13.67	235.1	***	306.61	1.53	***	95	285.95	314	1.57
205	59.18	20.13	240.17	***	319.48	1.6	***	96	288.96	331	1.66
206	58.9	17.98	238.01	***	314.89	1.57	***	97	291.97	323	1.61
207	58.26	13.67	238.94	***	310.87	1.55	***	98	294.98	323	1.61
208	58.56	11.52	235.27	***	305.35	1.53	***	99	297.99	308	1.54
209	58.71	11.51	238.1	***	308.32	1.54	***	100	301.0	320	1.6
210	58.72	12.94	238.46	***	310.12	1.55	***	101	304.01	318	1.59
211	59.14	18.67	233.73	***	311.54	1.56	***	102	307.02	310	1.55
212	58.49	14.39	232.48	***	305.36	1.53	***	103	310.03	304	1.52
213	58.84	14.4	236.55	***	309.79	1.55	***	104	313.04	309	1.54
214	58.77	14.39	235.24	***	308.4	1.54	***	105	316.05	310	1.55
215	58.91	16.56	236.07	***	311.54	1.56	***	106	319.06	309	1.54
216	60.1	26.57	241.49	***	328.16	1.64	***	107	322.07	330	1.65
217	59.05	15.83	237.84	***	312.72	1.56	***	108	325.08	313	1.56
218	58.13	12.95	234.37	***	305.45	1.53	***	109	328.09	301	1.5
219	59.18	20.83	236.6	***	316.61	1.58	***	110	331.1	319	1.59
220	59.01	16.5	237.59	***	313.1	1.57	***	111	334.11	318	1.59
221	59.33	19.38	237.34	***	316.05	1.58	***	112	337.12	317	1.58
222	58.85	14.38	232.33	***	305.56	1.53	***	113	340.13	296	1.48
223	59.47	20.85	232.98	***	313.3	1.57	***	114	343.14	297	1.49
224	59.27	17.98	230.63	***	307.88	1.54	***	115	346.15	289	1.45
225	59.19	17.98	230.92	***	308.09	1.54	***	116	349.16	294	1.47
226	59.27	23.7	231.07	***	314.04	1.57	***	117	352.17	294	1.47
227	59.32	20.14	231.34	***	310.8	1.55	***	118	355.18	293	1.47
228	59.05	17.98	230.65	***	307.68	1.54	***	119	358.19	291	1.46
229	58.75	15.09	234.77	***	308.61	1.54	***	120	361.2	305	1.52
230	58.06	9.35	228.69	***	296.1	1.48	***	121	364.21	279	1.4
231	58.07	10.07	226.12	***	294.26	1.47	***	122	367.22	273	1.36
232	58.56	8.64	231.58	***	298.78	1.49	***	123	370.23	290	1.45
233	59.05	15.09	237.61	***	311.75	1.56	***	124	373.24	316	1.58
234	59.05	15.82	240.18	***	315.05	1.58	***	125	376.25	325	1.63
235	58.84	13.67	237.65	***	310.16	1.55	***	126	379.26	321	1.6
236	58.42	10.79	234.62	***	303.83	1.52	***	127	382.27	309	1.54
237	59.12	16.53	238.95	***	314.6	1.57	***	128	385.28	327	1.64
238	58.77	11.52	236.81	***	307.1	1.54	***	129	388.29	317	1.58
239	58.49	12.23	235.02	***	305.74	1.53	***	130	391.3	307	1.53
240	58.14	8.64	233.86	***	300.64	1.5	***	131	394.31	312	1.56
241	58.63	10.8	235.03	***	304.46	1.52	***	132	397.32	305	1.52
242	58.91	15.1	236.71	***	310.72	1.55	***	133	400.33	310	1.55
243	58.86	15.82	238.54	***	313.22	1.57	***	134	403.34	326	1.63
244	59.47	17.99	244.25	***	321.71	1.61	***	135	406.35	337	1.69
245	58.98	18.0	237.9	***	314.88	1.57	***	136	409.36	323	1.61
246	59.12	14.4	243.67	***	317.19	1.59	***	137	412.37	339	1.7
247	59.54	20.14	242.35	***	322.03	1.61	***	138	415.38	337	1.69
248	59.05	15.82	239.8	***	314.67	1.57	***	139	418.39	328	1.64
249	58.07	6.48	234.26	***	298.81	1.49	***	140	421.4	306	1.53
250	58.35	8.64	235.91	***	302.9	1.51	***	141	424.41	307	1.53
251	58.14	6.48	234.06	***	298.68	1.49	***	142	427.42	307	1.53
252	58.92	12.21	236.46	***	307.59	1.54	***	143	430.43	308	1.54
253	58.85	12.94	237.86	***	309.65	1.55	***	144	433.44	322	1.61
254	58.77	9.36	239.18	***	307.31	1.54	***	145	436.45	321	1.6
255	58.49	10.79	239.35	***	308.63	1.54	***	146	439.46	322	1.61
256	58.42	12.23	235.26	***	305.91	1.53	***	147	442.47	312	1.56
257	58.42	10.8	236.31	***	305.53	1.53	***	148	445.48	310	1.55
258	59.68	20.85	241.22	***	321.75	1.61	***	149	448.49	329	1.65
259	59.54	22.27	243.64	***	325.45	1.63	***	150	451.5	343	1.72
260	59.05	13.67	237.11	***	309.83	1.55	***	151	454.51	311	1.55
261	59.33	17.98	240.74	***	318.05	1.59	***	152	457.52	324	1.62
262	59.54	27.3	235.63	***	322.47	1.61	***	153	460.53	322	1.61
263	59.34	22.29	234.33	***	315.96	1.58	***	154	463.54	310	1.55
264	58.62	13.67	231.08	***	303.37	1.52	***	155	466.55	290	1.45
265	58.56	11.52	234.35	***	304.43	1.52	***	156	469.56	301	1.5
266	58.61	17.98	232.24	***	308.83	1.54	***	157	472.57	307	1.53
267	59.75	20.13	237.93	***	317.81	1.59	***	158	475.58	315	1.57
268	58.04	14.39	235.43	***	307.86	1.54	***	159	478.59	309	1.54
269	58.7	14.38	233.48	***	306.56	1.53	***	160	481.6	302	1.51
270	58.54	14.37	233.7	***	306.61	1.53	***	161	484.61	302	1.51
271	58.55	17.28	229.43	***	305.26	1.53	***	162	487.62	295	1.48
272	58.62	13.68	233.51	***	305.81	1.53	***	163	490.63	305	1.52
273	58.39	17.27	233.04	***	308.7	1.54	***	164	493.64	304	1.52
274	58.04	15.84	228.78	***	302.66	1.51	***	165	496.65	292	1.46
275	59.13	15.83	232.23	***	307.19	1.54	***	166	499.66	301	1.5
276	58.09	20.13	229.47	***	307.69	1.54	***	167	502.67	301	1.5
277	58.55	10.07	235.85	***	304.47	1.52	***	168	505.68	303	1.51
278	58.62	12.23	232.66	***	303.51	1.52	***	169	508.69	302	1.51
279	57.85	12.96	230.48	***	301.29	1.51	***	170	511.7	294	1.47
280	58.84	14.39	231.1	***	304.33	1.52	***	171	514.71	293	1.47
281	58.41	9.35	233.5	***	301.26	1.51	***	172	517.72	300	1.5
282	58.21	10.07	229.21	***	297.49	1.49	***	173	520.73	290	1.45
283	58.84	16.56	232.03	***	307.43	1.54	***	174	523.74	303	1.51
284	58.28	7.2	230.67	***	296.15	1.48	***	175	526.75	288	1.44
285	58.14	5.76	233.96	***	297.86	1.49	***	176	529.76	300	1.5
286	58.84	12.96	238.67	***	310.47	1.55	***	177	532.77	318	1.59
287	58.35	15.84	232.76	***	306.95	1.53	***	178	535.78	312	1.56
288	59.55	16.53	245.74	***	321.82	1.61	***	179	538.79	338	1.69
289	59.26	19.43	240.93	***	319.62	1.6	***	180	541.8	337	1.69
290	59.33	17.28	238.7	***	315.31	1.58	***	181	544.81	321	1.6
291	58.98	12.95	241.07	***	313.0	1.56	***	182	547.82	328	1.64
292	58.91	12.24	239.42	***	310.57	1.55	***	183	550.83	327	1.64
293	58.42	10.78	236.55	***	305.75	1.53	***	184	553.84	314	1.57
294	59.54	17.99	248.42	***	325.95	1.63	***	185	556.85	352	1.76
295	59.62	20.84	243.87	***	324.33	1.62	***	186	559.86	345	1.73
296	58.91	17.27	240.95	***	317.13	1.59	***	187	562.87	338	1.69
297	58.85	12.94	238.98	***	310.77	1.55	***	188	565.88	324	1.62
298	58.53	18.69	237.63	***	314.85	1.57	***	189	568.89	327	1.64
299	58.05	15.11	238.1	***	311.26	1.56	***	190	571.9	326	1.63
300	58.83	17.99	240.47	***	317.29	1.59	***	191	574.91	337	1.69
301	58.83	20.13	235.94	***	314.9	1.57	***	192	577.92	325	1.63
302	58.9	15.1	242.15	***	316.15	1.58	***	193	580.93	337	1.69
303	58.41	16.54	237.09	***	312.04	1.56	***	194	583.94	325	1.63
304	58.28	10.79	233.53	***	302.6	1.51	***	195	586.95	303	1.51
305	57.92	7.2	234.17	***	299.29	1.5	***	196	589.96	299	1.5
306	58.14	6.48	236.12	***	300.74	1.5	***	197	592.97	305	1.52
307	58.35	8.64	235.24	***	302.23	1.51	***	198	595.98	306	1.53
308	58.84	13.67	237.23	***	309.74	1.55	***	199	598.99	320	1.6
309	58.77	18.71	238.11	***	315.59	1.58	***	200	602.0	333	1.67
310	58.83	12.94	243.48	***	315.25	1.58	***	201	605.01	337	1.69
311	58.63	11.52	242.39	***	312.54	1.56	***	202	608.02	334	1.67
312	58.91	15.09	237.06	***	311.06	1.56	***	203	611.03	323	1.61
313	57.93	12.23	232.28	***	302.44	1.51	***	204	614.04	308	1.54
314	58.7	12.95	234.18	***	305.83	1.53	***	205	617.05	305	1.52
315	58.49	15.84	234.42	***	308.75	1.54	***	206	620.06	313	1.56
316	58.77	13.68	237.77	***	310.22	1.55	***	207	623.07	312	1.56
317	58.77	14.4	235.44	***	308.61	1.54	***	208	626.08	309	1.54
318	58.56	14.4	235.79	***	308.75	1.54	***	209	629.09	322	1.61
319	58.91	16.56	235.91	***	311.38	1.56	***	210	632.1	314	1.57
320	58.42	12.95	233.06	***	304.43	1.52	***	211	635.11	302	1.51
321	58.49	12.24	234.6	***	305.33	1.53	***	212	638.12	307	1.53
322	58.78	16.54	235.84	***	311.16	1.56	***	213	641.13	313	1.56
323	59.34	19.4	236.44	***	315.18	1.58	***	214	644.14	312	1.56
324	58.34	11.52	233.74	***	303.6	1.52	***	215	647.15	304	1.52
325	58.34	11.49	237.81	***	307.64	1.54	***	216	650.16	317	1.58
326	58.69	15.83	238.05	***	312.57	1.56	***	217	653.17	322	1.61
327	58.48	12.94	236.77	***	308.19	1.54	***	218	656.18	316	1.58
328	58.26	12.94	235.71	***	306.91	1.53	***	219	659.19	317	1.58
329	59.41	25.14	236.34	***	320.89	1.6	***	220	662.2	325	1.63
330	59.21	20.83	238.44	***	318.48	1.59	***	221	665.21	324	1.62
331	58.61	18.71	238.67	***	315.99	1.58	***	222	668.22	324	1.62
332	58.96	19.42	242.39	***	320.77	1.6	***	223	671.23	340	1.7
333	59.11	18.71	240.68	***	318.5	1.59	***	224	674.24	335	1.68
334	58.61	12.95	239.79	***	311.35	1.56	***	225	677.25	326	1.63
335	58.11	15.09	238.63	***	311.83	1.56	***	226	680.26	318	1.59
336	59.05	18.71	234.79	***	312.55	1.56	***	227	683.27	312	1.56
337	59.47	17.28	239.48	***	316.23	1.58	***	228	686.28	321	1.6
338	58.7	12.96	231.76	***	303.42	1.52	***	229	689.29	293	1.47
339	58.26	17.27	229.21	***	304.74	1.52	***	230	692.3	293	1.47
340	58.47	15.1	232.35	***	305.92	1.53	***	231	695.31	298	1.49
341	58.84	15.12	233.29	***	307.25	1.54	***	232	698.32	302	1.51
342	58.28	8.63	229.37	***	296.28	1.48	***	233	701.33	282	1.41
343	58.42	13.67	225.02	***	297.11	1.49	***	234	704.34	273	1.36
344	58.69	16.56	222.43	***	297.68	1.49	***	235	707.35	259	1.29
345	58.4	10.08	222.14	***	290.62	1.45	***	236	710.36	253	1.26
346	57.91	11.51	224.11	***	293.53	1.47	***	237	713.37	264	1.32
347	59.06	12.21	226.65	***	297.92	1.49	***	238	716.38	265	1.32
348	58.72	12.93	223.86	***	295.51	1.48	***	239	719.39	260	1.3
349	59.13	20.13	225.06	***	304.32	1.52	***	240	722.4	276	1.38
350	58.96	16.54	229.07	***	304.57	1.52	***	241	725.41	280	1.4
351	57.82	12.96	222.42	***	293.2	1.47	***	242	728.42	258	1.29
352	58.35	18.71	219.22	***	296.28	1.48	***	243	731.43	259	1.29
353	58.06	14.4	220.36	***	292.82	1.46	***	244	734.44	261	1.3
354	58.76	15.1	230.37	***	304.23	1.52	***	245	737.45	284	1.42
355	58.76	17.26	231.54	***	307.56	1.54	***	246	740.46	297	1.49
356	58.34	7.91	230.4	***	296.65	1.48	***	247	743.47	286	1.43
357	58.05	12.96	225.74	***	296.75	1.48	***	248	746.48	281	1.41
