Pixel	Blue	Green	Red	***	BGR	BGR_Norm	***	Coord	Angstrom	BW	BW_Norm
2019	9.48	11135.13	70.71	***	11215.32	56.08	***	1910	5749.1	9141	45.7
2020	9.01	10986.38	76.95	***	11072.34	55.36	***	1911	5752.11	9027	45.13
2021	10.13	10921.21	77.14	***	11008.48	55.04	***	1912	5755.12	8990	44.95
2022	10.94	10829.01	76.08	***	10916.03	54.58	***	1913	5758.13	8905	44.52
2023	8.68	10769.61	81.86	***	10860.15	54.3	***	1914	5761.14	8860	44.3
2024	9.79	10663.05	102.07	***	10774.91	53.87	***	1915	5764.15	8817	44.09
2025	9.81	10498.51	147.74	***	10656.06	53.28	***	1916	5767.16	8744	43.72
2026	9.7	10367.66	225.54	***	10602.9	53.01	***	1917	5770.17	8754	43.77
2027	9.27	10323.33	358.29	***	10690.89	53.45	***	1918	5773.18	8905	44.52
2028	9.41	10170.25	522.6	***	10702.26	53.51	***	1919	5776.19	9008	45.04
2029	9.3	10003.63	695.22	***	10708.15	53.54	***	1920	5779.2	9126	45.63
2030	6.53	9893.36	888.77	***	10788.66	53.94	***	1921	5782.21	9298	46.49
2031	7.87	9726.07	1078.61	***	10812.55	54.06	***	1922	5785.22	9431	47.16
2032	9.19	9569.36	1257.31	***	10835.86	54.18	***	1923	5788.23	9556	47.78
2033	9.17	9423.5	1461.09	***	10893.76	54.47	***	1924	5791.24	9719	48.59
2034	9.47	9274.77	1674.9	***	10959.14	54.8	***	1925	5794.25	9891	49.45
2035	9.27	9177.46	1889.23	***	11075.96	55.38	***	1926	5797.26	10118	50.59
2036	9.82	8987.27	2087.12	***	11084.21	55.42	***	1927	5800.27	10241	51.2
2037	10.61	8721.24	2263.6	***	10995.45	54.98	***	1928	5803.28	10263	51.31
2038	9.93	8484.5	2421.53	***	10915.96	54.58	***	1929	5806.29	10300	51.5
2039	8.9	8260.71	2575.33	***	10844.94	54.22	***	1930	5809.3	10328	51.64
2040	9.17	8058.32	2730.44	***	10797.93	53.99	***	1931	5812.31	10376	51.88
2041	10.38	7872.28	2890.51	***	10773.17	53.87	***	1932	5815.32	10454	52.27
2042	9.8	7638.52	3036.32	***	10684.64	53.42	***	1933	5818.33	10468	52.34
2043	9.42	7436.05	3161.21	***	10606.68	53.03	***	1934	5821.34	10473	52.37
2044	9.26	7233.52	3289.63	***	10532.41	52.66	***	1935	5824.35	10494	52.47
2045	10.71	7009.03	3426.68	***	10446.42	52.23	***	1936	5827.36	10489	52.45
2046	9.66	6785.19	3517.92	***	10312.77	51.56	***	1937	5830.37	10444	52.22
2047	10.78	6575.6	3609.32	***	10195.7	50.98	***	1938	5833.38	10404	52.02
2048	12.03	6390.43	3718.83	***	10121.29	50.61	***	1939	5836.39	10409	52.05
2049	12.02	6180.18	3807.01	***	9999.21	50.0	***	1940	5839.4	10364	51.82
2050	14.06	5953.41	3889.36	***	9856.83	49.28	***	1941	5842.41	10301	51.51
2051	12.37	5792.52	3969.6	***	9774.49	48.87	***	1942	5845.42	10277	51.38
2052	10.56	5593.04	4037.98	***	9641.58	48.21	***	1943	5848.43	10204	51.02
2053	11.68	5431.3	4110.74	***	9553.72	47.77	***	1944	5851.44	10163	50.81
2054	11.9	5290.39	4162.58	***	9464.87	47.32	***	1945	5854.45	10127	50.63
2055	12.09	5135.21	4195.91	***	9343.21	46.72	***	1946	5857.46	10044	50.22
2056	11.87	4973.56	4246.71	***	9232.14	46.16	***	1947	5860.47	9984	49.92
2057	10.24	4899.88	4308.79	***	9218.91	46.09	***	1948	5863.48	10008	50.04
2058	10.86	4786.87	4346.57	***	9144.3	45.72	***	1949	5866.49	9976	49.88
2059	10.62	4625.9	4383.2	***	9019.72	45.1	***	1950	5869.5	9889	49.45
2060	10.32	4456.44	4400.85	***	8867.61	44.34	***	1951	5872.51	9783	48.91
2061	11.93	4319.86	4436.85	***	8768.64	43.84	***	1952	5875.52	9727	48.63
2062	11.94	4234.05	4466.53	***	8712.52	43.56	***	1953	5878.53	9697	48.48
2063	12.47	4148.18	4493.69	***	8654.34	43.27	***	1954	5881.54	9660	48.3
2064	13.17	4014.48	4521.8	***	8549.45	42.75	***	1955	5884.55	9595	47.98
2065	12.65	3830.01	4523.75	***	8366.41	41.83	***	1956	5887.56	9445	47.23
2066	11.98	3738.52	4539.68	***	8290.18	41.45	***	1957	5890.57	9381	46.91
2067	11.28	3676.95	4591.96	***	8280.19	41.4	***	1958	5893.58	9417	47.09
2068	11.46	3575.43	4637.71	***	8224.6	41.12	***	1959	5896.59	9395	46.98
2069	14.03	3496.76	4671.3	***	8182.09	40.91	***	1960	5899.6	9382	46.91
2070	14.19	3384.5	4686.46	***	8085.15	40.43	***	1961	5902.61	9303	46.52
2071	11.77	3233.61	4690.92	***	7936.3	39.68	***	1962	5905.62	9179	45.9
2072	13.16	3154.87	4724.72	***	7892.75	39.46	***	1963	5908.63	9165	45.83
2073	13.25	3068.47	4754.49	***	7836.21	39.18	***	1964	5911.64	9143	45.72
2074	12.99	2996.21	4768.23	***	7777.43	38.89	***	1965	5914.65	9105	45.52
2075	11.62	3006.89	4807.4	***	7825.91	39.13	***	1966	5917.66	9173	45.87
2076	11.53	2921.84	4817.38	***	7750.75	38.75	***	1967	5920.67	9109	45.55
2077	10.36	2776.61	4809.55	***	7596.52	37.98	***	1968	5923.68	8978	44.89
2078	10.46	2688.64	4819.31	***	7518.41	37.59	***	1969	5926.69	8922	44.61
2079	12.93	2609.19	4829.03	***	7451.15	37.26	***	1970	5929.7	8866	44.33
2080	14.57	2487.54	4840.79	***	7342.9	36.71	***	1971	5932.71	8787	43.94
2081	14.99	2390.31	4859.32	***	7264.62	36.32	***	1972	5935.72	8730	43.65
2082	15.81	2272.2	4877.88	***	7165.89	35.83	***	1973	5938.73	8670	43.35
2083	15.25	2179.2	4891.67	***	7086.12	35.43	***	1974	5941.74	8622	43.11
2084	13.59	2104.85	4922.19	***	7040.63	35.2	***	1975	5944.75	8588	42.94
2085	13.15	2051.17	4935.15	***	6999.47	35.0	***	1976	5947.76	8569	42.84
2086	14.33	2007.56	4943.88	***	6965.77	34.83	***	1977	5950.77	8538	42.69
2087	11.9	1930.97	4954.73	***	6897.6	34.49	***	1978	5953.78	8483	42.41
2088	11.75	1824.43	4945.64	***	6781.82	33.91	***	1979	5956.79	8382	41.91
2089	13.47	1758.64	4956.08	***	6728.19	33.64	***	1980	5959.8	8343	41.72
2090	13.65	1736.48	4965.79	***	6715.92	33.58	***	1981	5962.81	8348	41.74
2091	11.86	1661.52	4963.67	***	6637.05	33.19	***	1982	5965.82	8271	41.35
2092	12.49	1531.96	4955.51	***	6499.96	32.5	***	1983	5968.83	8164	40.82
2093	14.35	1471.23	4949.64	***	6435.22	32.18	***	1984	5971.84	8107	40.53
2094	15.05	1413.3	4949.88	***	6378.23	31.89	***	1985	5974.85	8057	40.28
2095	13.94	1323.95	4936.86	***	6274.75	31.37	***	1986	5977.86	7956	39.78
2096	14.12	1285.28	4941.72	***	6241.12	31.21	***	1987	5980.87	7939	39.7
2097	12.68	1208.81	4946.65	***	6168.14	30.84	***	1988	5983.88	7879	39.4
2098	13.58	1110.13	4928.9	***	6052.61	30.26	***	1989	5986.89	7785	38.92
2099	11.85	1090.78	4932.4	***	6035.03	30.18	***	1990	5989.9	7767	38.84
2100	11.51	1072.98	4944.07	***	6028.56	30.14	***	1991	5992.91	7764	38.82
2101	13.63	1037.17	4938.42	***	5989.22	29.95	***	1992	5995.92	7735	38.67
2102	13.34	917.12	4918.56	***	5849.02	29.25	***	1993	5998.93	7603	38.02
2103	13.24	811.28	4899.65	***	5724.17	28.62	***	1994	6001.94	7493	37.47
2104	12.27	769.81	4911.95	***	5694.03	28.47	***	1995	6004.95	7480	37.4
2105	13.52	785.54	4933.4	***	5732.46	28.66	***	1996	6007.96	7521	37.6
2106	13.54	702.56	4907.98	***	5624.08	28.12	***	1997	6010.97	7417	37.09
2107	12.62	611.13	4864.82	***	5488.57	27.44	***	1998	6013.98	7284	36.42
2108	11.1	568.85	4855.71	***	5435.66	27.18	***	1999	6016.99	7234	36.17
2109	12.0	584.63	4882.28	***	5478.91	27.39	***	2000	6020.0	7289	36.45
2110	14.41	559.58	4878.68	***	5452.67	27.26	***	2001	6023.01	7272	36.36
2111	13.72	460.91	4844.92	***	5319.55	26.6	***	2002	6026.02	7132	35.66
2112	12.51	422.97	4823.44	***	5258.92	26.29	***	2003	6029.03	7073	35.37
2113	13.65	435.87	4839.08	***	5288.6	26.44	***	2004	6032.04	7116	35.58
2114	13.48	424.39	4842.06	***	5279.93	26.4	***	2005	6035.05	7115	35.58
2115	15.17	370.05	4830.79	***	5216.01	26.08	***	2006	6038.06	7055	35.27
2116	14.56	297.12	4807.88	***	5119.56	25.6	***	2007	6041.07	6952	34.76
2117	16.06	289.28	4808.47	***	5113.81	25.57	***	2008	6044.08	6941	34.7
2118	14.8	263.53	4793.18	***	5071.51	25.36	***	2009	6047.09	6900	34.5
2119	13.2	171.98	4760.14	***	4945.32	24.73	***	2010	6050.1	6778	33.89
2120	14.2	169.13	4764.07	***	4947.4	24.74	***	2011	6053.11	6785	33.92
2121	15.11	178.39	4775.35	***	4968.85	24.84	***	2012	6056.12	6814	34.07
2122	14.65	152.62	4748.13	***	4915.4	24.58	***	2013	6059.13	6758	33.79
2123	12.75	126.11	4717.05	***	4855.91	24.28	***	2014	6062.14	6685	33.42
2124	13.46	102.56	4696.69	***	4812.71	24.06	***	2015	6065.15	6637	33.19
2125	13.67	79.65	4717.4	***	4810.72	24.05	***	2016	6068.16	6647	33.23
2126	13.97	64.63	4686.08	***	4764.68	23.82	***	2017	6071.17	6586	32.93
2127	15.19	75.42	4676.05	***	4766.66	23.83	***	2018	6074.18	6578	32.89
2128	13.55	73.26	4694.28	***	4781.09	23.91	***	2019	6077.19	6611	33.05
2129	12.9	69.65	4688.13	***	4770.68	23.85	***	2020	6080.2	6595	32.98
2130	11.92	50.34	4648.16	***	4710.42	23.55	***	2021	6083.21	6522	32.61
2131	13.88	53.17	4637.28	***	4704.33	23.52	***	2022	6086.22	6512	32.56
2132	13.38	72.5	4648.98	***	4734.86	23.67	***	2023	6089.23	6548	32.74
2133	14.29	56.04	4641.41	***	4711.74	23.56	***	2024	6092.24	6511	32.55
2134	14.91	38.85	4607.5	***	4661.26	23.31	***	2025	6095.25	6460	32.3
2135	13.28	43.86	4586.36	***	4643.5	23.22	***	2026	6098.26	6428	32.14
2136	15.05	60.36	4593.0	***	4668.41	23.34	***	2027	6101.27	6450	32.25
2137	14.65	45.27	4581.53	***	4641.45	23.21	***	2028	6104.28	6424	32.12
2138	13.42	43.12	4567.72	***	4624.26	23.12	***	2029	6107.29	6398	31.99
2139	13.64	34.5	4564.9	***	4613.04	23.07	***	2030	6110.3	6389	31.95
2140	14.55	49.61	4554.71	***	4618.87	23.09	***	2031	6113.31	6398	31.99
2141	14.44	51.78	4529.2	***	4595.42	22.98	***	2032	6116.32	6354	31.77
2142	14.4	49.59	4532.81	***	4596.8	22.98	***	2033	6119.33	6358	31.79
2143	16.53	48.86	4526.79	***	4592.18	22.96	***	2034	6122.34	6359	31.8
2144	16.58	57.5	4532.15	***	4606.23	23.03	***	2035	6125.35	6368	31.84
2145	13.42	50.33	4513.03	***	4576.78	22.88	***	2036	6128.36	6329	31.64
2146	14.08	47.44	4485.51	***	4547.03	22.74	***	2037	6131.37	6294	31.47
2147	12.2	45.99	4474.48	***	4532.67	22.66	***	2038	6134.38	6279	31.39
2148	13.08	41.73	4469.38	***	4524.19	22.62	***	2039	6137.39	6255	31.27
2149	11.51	39.56	4468.27	***	4519.34	22.6	***	2040	6140.4	6247	31.23
2150	12.58	48.19	4462.55	***	4523.32	22.62	***	2041	6143.41	6252	31.26
2151	13.08	50.31	4448.28	***	4511.67	22.56	***	2042	6146.42	6237	31.18
2152	14.13	53.86	4441.64	***	4509.63	22.55	***	2043	6149.43	6234	31.17
2153	14.34	57.38	4438.47	***	4510.19	22.55	***	2044	6152.44	6234	31.17
2154	13.13	56.07	4413.19	***	4482.39	22.41	***	2045	6155.45	6197	30.98
2155	13.22	33.84	4417.32	***	4464.38	22.32	***	2046	6158.46	6178	30.89
2156	13.51	38.13	4433.13	***	4484.77	22.42	***	2047	6161.47	6204	31.02
2157	12.5	43.86	4408.31	***	4464.67	22.32	***	2048	6164.48	6179	30.89
2158	11.84	48.17	4390.62	***	4450.63	22.25	***	2049	6167.49	6157	30.79
2159	11.89	50.29	4400.89	***	4463.07	22.32	***	2050	6170.5	6175	30.88
2160	11.47	53.16	4402.96	***	4467.59	22.34	***	2051	6173.51	6175	30.88
2161	10.79	38.1	4396.57	***	4445.46	22.23	***	2052	6176.52	6147	30.73
2162	14.04	58.89	4396.14	***	4469.07	22.35	***	2053	6179.53	6172	30.86
2163	14.23	47.41	4397.06	***	4458.7	22.29	***	2054	6182.54	6165	30.82
2164	13.6	52.5	4367.01	***	4433.11	22.17	***	2055	6185.55	6122	30.61
2165	13.07	44.56	4365.6	***	4423.23	22.12	***	2056	6188.56	6115	30.57
2166	12.91	47.42	4375.51	***	4435.84	22.18	***	2057	6191.57	6132	30.66
2167	14.91	66.03	4367.29	***	4448.23	22.24	***	2058	6194.58	6142	30.71
2168	15.66	61.02	4351.13	***	4427.81	22.14	***	2059	6197.59	6113	30.57
2169	14.59	53.86	4336.02	***	4404.47	22.02	***	2060	6200.6	6090	30.45
2170	14.33	47.41	4322.87	***	4384.61	21.92	***	2061	6203.61	6058	30.29
2171	13.54	55.33	4329.15	***	4398.02	21.99	***	2062	6206.62	6075	30.38
2172	13.56	44.55	4321.75	***	4379.86	21.9	***	2063	6209.63	6059	30.3
2173	16.07	52.43	4295.44	***	4363.94	21.82	***	2064	6212.64	6027	30.14
2174	16.06	56.03	4276.33	***	4348.42	21.74	***	2065	6215.65	5999	30.0
2175	15.07	58.12	4274.0	***	4347.19	21.74	***	2066	6218.66	5997	29.98
2176	15.05	65.99	4269.34	***	4350.38	21.75	***	2067	6221.67	5998	29.99
2177	16.26	55.27	4250.17	***	4321.7	21.61	***	2068	6224.68	5963	29.82
2178	12.62	41.66	4206.91	***	4261.19	21.31	***	2069	6227.69	5887	29.43
2179	14.19	43.12	4190.06	***	4247.37	21.24	***	2070	6230.7	5869	29.34
2180	14.99	37.36	4186.25	***	4238.6	21.19	***	2071	6233.71	5856	29.28
2181	16.21	47.44	4189.85	***	4253.5	21.27	***	2072	6236.72	5875	29.38
2182	13.75	33.03	4177.34	***	4224.12	21.12	***	2073	6239.73	5837	29.18
2183	15.13	39.53	4164.7	***	4219.36	21.1	***	2074	6242.74	5824	29.12
2184	14.28	34.5	4145.51	***	4194.29	20.97	***	2075	6245.75	5793	28.96
2185	15.4	35.22	4134.72	***	4185.34	20.93	***	2076	6248.76	5784	28.92
2186	15.0	33.06	4131.97	***	4180.03	20.9	***	2077	6251.77	5781	28.91
2187	16.61	35.22	4135.12	***	4186.95	20.93	***	2078	6254.78	5780	28.9
2188	17.89	41.68	4113.05	***	4172.62	20.86	***	2079	6257.79	5763	28.82
2189	16.41	28.72	4080.28	***	4125.41	20.63	***	2080	6260.8	5701	28.5
2190	16.92	39.51	4053.49	***	4109.92	20.55	***	2081	6263.81	5669	28.34
2191	17.2	40.94	4027.38	***	4085.52	20.43	***	2082	6266.82	5637	28.18
2192	17.69	31.62	4013.97	***	4063.28	20.32	***	2083	6269.83	5608	28.04
2193	19.08	42.38	4011.09	***	4072.55	20.36	***	2084	6272.84	5615	28.07
2194	16.25	38.83	3997.24	***	4052.32	20.26	***	2085	6275.85	5595	27.98
2195	15.3	45.27	3977.11	***	4037.68	20.19	***	2086	6278.86	5558	27.79
2196	14.86	40.23	3963.44	***	4018.53	20.09	***	2087	6281.87	5537	27.68
2197	15.6	55.36	3954.32	***	4025.28	20.13	***	2088	6284.88	5541	27.7
2198	16.33	46.71	3927.02	***	3990.06	19.95	***	2089	6287.89	5496	27.48
2199	17.87	49.56	3929.57	***	3997.0	19.98	***	2090	6290.9	5511	27.55
2200	22.03	48.83	3940.91	***	4011.77	20.06	***	2091	6293.91	5533	27.66
2201	16.52	48.87	3920.41	***	3985.8	19.93	***	2092	6296.92	5507	27.54
2202	15.85	40.97	3894.24	***	3951.06	19.76	***	2093	6299.93	5461	27.3
2203	18.22	43.19	3884.23	***	3945.64	19.73	***	2094	6302.94	5449	27.25
2204	17.84	46.01	3868.73	***	3932.58	19.66	***	2095	6305.95	5428	27.14
2205	19.36	40.98	3864.32	***	3924.66	19.62	***	2096	6308.96	5420	27.1
2206	19.24	59.57	3866.88	***	3945.69	19.73	***	2097	6311.97	5436	27.18
2207	18.55	66.78	3857.29	***	3942.62	19.71	***	2098	6314.98	5434	27.17
2208	17.22	57.44	3834.69	***	3909.35	19.55	***	2099	6317.99	5390	26.95
2209	17.51	53.91	3822.16	***	3893.58	19.47	***	2100	6321.0	5366	26.83
2210	15.29	50.26	3810.03	***	3875.58	19.38	***	2101	6324.01	5341	26.7
2211	15.91	62.48	3800.52	***	3878.91	19.39	***	2102	6327.02	5326	26.63
2212	15.35	52.44	3785.54	***	3853.33	19.27	***	2103	6330.03	5307	26.54
2213	15.38	54.6	3770.48	***	3840.46	19.2	***	2104	6333.04	5293	26.46
2214	17.53	55.31	3756.88	***	3829.72	19.15	***	2105	6336.05	5272	26.36
2215	19.24	53.17	3755.6	***	3828.01	19.14	***	2106	6339.06	5277	26.39
2216	19.74	49.56	3748.21	***	3817.51	19.09	***	2107	6342.07	5255	26.27
2217	20.55	56.04	3750.12	***	3826.71	19.13	***	2108	6345.08	5264	26.32
2218	19.23	40.99	3719.28	***	3779.5	18.9	***	2109	6348.09	5202	26.01
2219	18.48	56.76	3703.49	***	3778.73	18.89	***	2110	6351.1	5199	26.0
2220	21.21	63.93	3698.62	***	3783.76	18.92	***	2111	6354.11	5208	26.04
2221	21.91	61.03	3697.79	***	3780.73	18.9	***	2112	6357.12	5202	26.01
2222	19.6	46.7	3672.96	***	3739.26	18.7	***	2113	6360.13	5154	25.77
2223	18.09	53.15	3664.59	***	3735.83	18.68	***	2114	6363.14	5142	25.71
2224	17.84	57.48	3654.18	***	3729.5	18.65	***	2115	6366.15	5130	25.65
2225	18.51	59.59	3647.56	***	3725.66	18.63	***	2116	6369.16	5123	25.61
2226	21.68	64.61	3640.65	***	3726.94	18.63	***	2117	6372.17	5123	25.61
2227	26.5	59.63	3649.11	***	3735.24	18.68	***	2118	6375.18	5148	25.74
2228	30.78	51.04	3651.15	***	3732.97	18.66	***	2119	6378.19	5146	25.73
2229	28.65	53.9	3634.01	***	3716.56	18.58	***	2120	6381.2	5124	25.62
2230	24.66	53.86	3601.27	***	3679.79	18.4	***	2121	6384.21	5061	25.3
2231	25.57	65.34	3592.34	***	3683.25	18.42	***	2122	6387.22	5064	25.32
2232	29.8	54.55	3611.94	***	3696.29	18.48	***	2123	6390.23	5089	25.45
2233	30.77	56.76	3608.7	***	3696.23	18.48	***	2124	6393.24	5098	25.49
2234	29.82	70.37	3589.73	***	3689.92	18.45	***	2125	6396.25	5075	25.38
2235	28.9	77.52	3570.38	***	3676.8	18.38	***	2126	6399.26	5049	25.25
2236	29.96	68.2	3554.31	***	3652.47	18.26	***	2127	6402.27	5026	25.13
2237	29.31	55.3	3545.17	***	3629.78	18.15	***	2128	6405.28	4994	24.97
2238	31.72	52.43	3537.84	***	3621.99	18.11	***	2129	6408.29	4988	24.94
2239	30.68	61.02	3510.91	***	3602.61	18.01	***	2130	6411.3	4953	24.77
2240	32.56	52.37	3500.72	***	3585.65	17.93	***	2131	6414.31	4928	24.64
2241	37.33	50.22	3479.45	***	3567.0	17.84	***	2132	6417.32	4918	24.59
2242	33.4	56.7	3440.15	***	3530.25	17.65	***	2133	6420.33	4860	24.3
2243	31.83	55.99	3397.61	***	3485.43	17.43	***	2134	6423.34	4794	23.97
2244	35.9	53.15	3383.27	***	3472.32	17.36	***	2135	6426.35	4776	23.88
2245	40.47	49.58	3381.68	***	3471.73	17.36	***	2136	6429.36	4777	23.89
2246	36.71	41.7	3364.32	***	3442.73	17.21	***	2137	6432.37	4742	23.71
2247	35.52	49.61	3355.16	***	3440.29	17.2	***	2138	6435.38	4742	23.71
2248	41.19	52.42	3363.71	***	3457.32	17.29	***	2139	6438.39	4757	23.79
2249	46.13	48.17	3359.62	***	3453.92	17.27	***	2140	6441.4	4741	23.7
2250	47.78	44.54	3340.06	***	3432.38	17.16	***	2141	6444.41	4716	23.58
2251	48.07	38.8	3313.04	***	3399.91	17.0	***	2142	6447.42	4677	23.39
2252	49.27	53.16	3292.42	***	3394.85	16.97	***	2143	6450.43	4666	23.33
2253	48.7	52.42	3281.83	***	3382.95	16.91	***	2144	6453.44	4646	23.23
2254	49.87	58.19	3273.51	***	3381.57	16.91	***	2145	6456.45	4642	23.21
2255	51.21	40.94	3261.62	***	3353.77	16.77	***	2146	6459.46	4612	23.06
2256	50.91	37.37	3251.16	***	3339.44	16.7	***	2147	6462.47	4587	22.93
2257	55.31	48.17	3246.05	***	3349.53	16.75	***	2148	6465.48	4606	23.03
2258	52.94	41.66	3234.92	***	3329.52	16.65	***	2149	6468.49	4569	22.84
2259	45.95	48.82	3190.82	***	3285.59	16.43	***	2150	6471.5	4508	22.54
2260	53.28	42.4	3181.9	***	3277.58	16.39	***	2151	6474.51	4507	22.54
2261	52.02	48.87	3152.55	***	3253.44	16.27	***	2152	6477.52	4462	22.31
2262	48.04	50.28	3135.31	***	3233.63	16.17	***	2153	6480.53	4437	22.18
2263	49.25	47.39	3119.19	***	3215.83	16.08	***	2154	6483.54	4419	22.09
2264	51.48	43.83	3109.16	***	3204.47	16.02	***	2155	6486.55	4400	22.0
2265	56.9	43.83	3095.77	***	3196.5	15.98	***	2156	6489.56	4375	21.88
2266	57.8	45.93	3092.19	***	3195.92	15.98	***	2157	6492.57	4383	21.91
2267	58.96	41.69	3082.23	***	3182.88	15.91	***	2158	6495.58	4376	21.88
2268	57.05	37.38	3059.42	***	3153.85	15.77	***	2159	6498.59	4329	21.64
2269	59.74	36.64	3046.01	***	3142.39	15.71	***	2160	6501.6	4319	21.59
2270	59.19	43.79	3031.83	***	3134.81	15.67	***	2161	6504.61	4306	21.53
2271	57.69	43.84	3006.24	***	3107.77	15.54	***	2162	6507.62	4264	21.32
2272	61.58	33.79	3005.01	***	3100.38	15.5	***	2163	6510.63	4268	21.34
2273	64.99	40.22	3001.83	***	3107.04	15.54	***	2164	6513.64	4269	21.34
2274	60.11	34.52	2965.93	***	3060.56	15.3	***	2165	6516.65	4206	21.03
2275	60.6	31.64	2944.5	***	3036.74	15.18	***	2166	6519.66	4183	20.91
2276	57.98	27.33	2908.94	***	2994.25	14.97	***	2167	6522.67	4121	20.61
2277	63.81	35.95	2902.54	***	3002.3	15.01	***	2168	6525.68	4136	20.68
2278	69.51	34.48	2896.11	***	3000.1	15.0	***	2169	6528.69	4140	20.7
2279	66.54	38.77	2878.56	***	2983.87	14.92	***	2170	6531.7	4105	20.52
2280	63.92	43.08	2851.48	***	2958.48	14.79	***	2171	6534.71	4069	20.34
2281	64.68	43.07	2834.52	***	2942.27	14.71	***	2172	6537.72	4039	20.2
2282	68.24	56.01	2822.31	***	2946.56	14.73	***	2173	6540.73	4050	20.25
2283	69.29	49.56	2788.44	***	2907.29	14.54	***	2174	6543.74	3989	19.95
2284	72.25	53.84	2756.18	***	2882.27	14.41	***	2175	6546.75	3956	19.78
2285	67.36	74.57	2703.63	***	2845.56	14.23	***	2176	6549.76	3880	19.4
2286	63.0	60.97	2658.08	***	2782.05	13.91	***	2177	6552.77	3798	18.99
2287	61.13	61.75	2621.51	***	2744.39	13.72	***	2178	6555.78	3738	18.69
2288	61.06	43.81	2598.78	***	2703.65	13.52	***	2179	6558.79	3684	18.42
2289	61.37	48.84	2588.35	***	2698.56	13.49	***	2180	6561.8	3674	18.37
2290	58.89	68.13	2574.99	***	2702.01	13.51	***	2181	6564.81	3670	18.35
2291	59.81	65.27	2574.0	***	2699.08	13.5	***	2182	6567.82	3671	18.36
2292	61.33	41.66	2570.53	***	2673.52	13.37	***	2183	6570.83	3643	18.21
2293	62.72	58.13	2577.95	***	2698.8	13.49	***	2184	6573.84	3672	18.36
2294	61.49	77.5	2587.36	***	2726.35	13.63	***	2185	6576.85	3701	18.5
2295	65.18	63.89	2588.74	***	2717.81	13.59	***	2186	6579.86	3698	18.49
2296	69.94	55.98	2589.7	***	2715.62	13.58	***	2187	6582.87	3696	18.48
2297	69.78	64.63	2580.0	***	2714.41	13.57	***	2188	6585.88	3698	18.49
2298	70.15	56.73	2580.72	***	2707.6	13.54	***	2189	6588.89	3690	18.45
2299	71.55	41.71	2583.97	***	2697.23	13.49	***	2190	6591.9	3694	18.47
2300	69.33	41.0	2583.74	***	2694.07	13.47	***	2191	6594.91	3687	18.43
2301	70.9	58.94	2591.36	***	2721.2	13.61	***	2192	6597.92	3714	18.57
2302	78.38	57.49	2604.19	***	2740.06	13.7	***	2193	6600.93	3742	18.71
2303	74.28	60.33	2583.83	***	2718.44	13.59	***	2194	6603.94	3710	18.55
2304	69.8	49.57	2570.6	***	2689.97	13.45	***	2195	6606.95	3682	18.41
2305	66.81	69.68	2567.51	***	2704.0	13.52	***	2196	6609.96	3689	18.45
2306	67.84	58.2	2564.62	***	2690.66	13.45	***	2197	6612.97	3675	18.38
2307	72.87	54.61	2562.59	***	2690.07	13.45	***	2198	6615.98	3680	18.4
2308	79.18	53.16	2571.37	***	2703.71	13.52	***	2199	6618.99	3691	18.45
2309	78.76	56.04	2561.12	***	2695.92	13.48	***	2200	6622.0	3680	18.4
2310	77.13	58.14	2542.46	***	2677.73	13.39	***	2201	6625.01	3647	18.23
2311	77.92	51.02	2542.46	***	2671.4	13.36	***	2202	6628.02	3659	18.3
2312	78.63	54.61	2533.89	***	2667.13	13.34	***	2203	6631.03	3653	18.27
2313	78.45	48.9	2527.26	***	2654.61	13.27	***	2204	6634.04	3631	18.16
2314	74.3	49.59	2490.98	***	2614.87	13.07	***	2205	6637.05	3564	17.82
2315	74.35	45.25	2471.1	***	2590.7	12.95	***	2206	6640.06	3536	17.68
2316	77.45	55.26	2454.78	***	2587.49	12.94	***	2207	6643.07	3531	17.66
2317	77.78	63.12	2431.1	***	2572.0	12.86	***	2208	6646.08	3498	17.49
2318	77.27	52.4	2378.56	***	2508.23	12.54	***	2209	6649.09	3414	17.07
2319	71.66	45.96	2346.65	***	2464.27	12.32	***	2210	6652.1	3346	16.73
2320	72.4	51.68	2308.9	***	2432.98	12.16	***	2211	6655.11	3298	16.49
2321	69.56	54.52	2283.95	***	2408.03	12.04	***	2212	6658.12	3256	16.28
2322	68.99	61.7	2249.57	***	2380.26	11.9	***	2213	6661.13	3220	16.1
2323	71.04	63.84	2214.47	***	2349.35	11.75	***	2214	6664.14	3172	15.86
2324	65.77	48.09	2158.18	***	2272.04	11.36	***	2215	6667.15	3079	15.39
2325	65.53	43.76	2124.62	***	2233.91	11.17	***	2216	6670.16	3031	15.15
2326	65.89	48.84	2092.31	***	2207.04	11.04	***	2217	6673.17	2998	14.99
2327	66.45	50.3	2057.78	***	2174.53	10.87	***	2218	6676.18	2948	14.74
2328	62.18	45.26	1992.62	***	2100.06	10.5	***	2219	6679.19	2860	14.3
2329	58.87	55.32	1938.85	***	2053.04	10.27	***	2220	6682.2	2783	13.91
2330	58.62	37.38	1892.82	***	1988.82	9.94	***	2221	6685.21	2698	13.49
2331	58.61	38.79	1846.73	***	1944.13	9.72	***	2222	6688.22	2643	13.21
2332	56.55	51.69	1799.64	***	1907.88	9.54	***	2223	6691.23	2585	12.93
2333	55.18	39.49	1750.27	***	1844.94	9.22	***	2224	6694.24	2512	12.56
