Pixel	Blue	Green	Red	***	BGR	BGR_Norm	***	Coord	Angstrom	BW	BW_Norm
0	58.69	12.95	231.26	***	302.9	1.51	***	-106	-321.18	288	1.44
1	59.12	18.7	233.05	***	310.87	1.55	***	-105	-318.15	304	1.52
2	59.12	15.11	236.07	***	310.3	1.55	***	-104	-315.12	310	1.55
3	58.7	12.96	234.51	***	306.17	1.53	***	-103	-312.09	299	1.5
4	59.26	15.83	236.48	***	311.57	1.56	***	-102	-309.06	310	1.55
5	59.7	24.44	236.4	***	320.54	1.6	***	-101	-306.03	314	1.57
6	58.35	8.64	233.27	***	300.26	1.5	***	-100	-303.0	299	1.5
7	58.7	12.96	237.15	***	308.81	1.54	***	-99	-299.97	316	1.58
8	59.96	22.99	242.26	***	325.21	1.63	***	-98	-296.94	331	1.66
9	60.38	28.72	240.99	***	330.09	1.65	***	-97	-293.91	334	1.67
10	59.39	24.44	233.53	***	317.36	1.59	***	-96	-290.88	312	1.56
11	58.49	11.51	231.95	***	301.95	1.51	***	-95	-287.85	294	1.47
12	58.77	17.26	233.17	***	309.2	1.55	***	-94	-284.82	297	1.49
13	58.49	17.27	231.96	***	307.72	1.54	***	-93	-281.79	300	1.5
14	58.77	16.55	233.04	***	308.36	1.54	***	-92	-278.76	302	1.51
15	58.49	18.0	231.57	***	308.06	1.54	***	-91	-275.73	303	1.51
16	59.17	23.03	234.56	***	316.76	1.58	***	-90	-272.7	307	1.53
17	58.61	17.26	236.3	***	312.17	1.56	***	-89	-269.67	317	1.58
18	58.19	13.67	231.32	***	303.18	1.52	***	-88	-266.64	297	1.49
19	58.7	12.96	233.03	***	304.69	1.52	***	-87	-263.61	299	1.5
20	58.55	12.95	233.94	***	305.44	1.53	***	-86	-260.58	307	1.53
21	58.97	11.51	236.91	***	307.39	1.54	***	-85	-257.55	308	1.54
22	59.03	22.28	231.13	***	312.44	1.56	***	-84	-254.52	304	1.52
23	59.4	23.74	237.4	***	320.54	1.6	***	-83	-251.49	319	1.59
24	57.77	6.47	230.91	***	295.15	1.48	***	-82	-248.46	289	1.45
25	58.2	7.2	232.79	***	298.19	1.49	***	-81	-245.43	290	1.45
26	58.28	8.64	227.85	***	294.77	1.47	***	-80	-242.4	279	1.4
27	58.21	10.08	227.48	***	295.77	1.48	***	-79	-239.37	281	1.41
28	58.97	15.81	235.94	***	310.72	1.55	***	-78	-236.34	313	1.56
29	59.06	17.94	234.51	***	311.51	1.56	***	-77	-233.31	304	1.52
30	59.77	27.28	234.15	***	321.2	1.61	***	-76	-230.28	312	1.56
31	59.33	23.0	230.25	***	312.58	1.56	***	-75	-227.25	296	1.48
32	59.62	22.25	233.6	***	315.47	1.58	***	-74	-224.22	301	1.5
33	59.13	17.96	231.89	***	308.98	1.54	***	-73	-221.19	294	1.47
34	59.28	22.25	231.0	***	312.53	1.56	***	-72	-218.16	295	1.48
35	58.11	12.23	233.82	***	304.16	1.52	***	-71	-215.13	295	1.48
36	58.25	14.38	232.18	***	304.81	1.52	***	-70	-212.1	299	1.5
37	58.76	15.09	238.83	***	312.68	1.56	***	-69	-209.07	317	1.58
38	59.33	20.85	235.85	***	316.03	1.58	***	-68	-206.04	318	1.59
39	59.47	19.39	236.09	***	314.95	1.57	***	-67	-203.01	317	1.58
40	59.47	17.99	238.84	***	316.3	1.58	***	-66	-199.98	320	1.6
41	58.77	16.55	232.79	***	308.11	1.54	***	-65	-196.95	300	1.5
42	58.77	13.68	233.46	***	305.91	1.53	***	-64	-193.92	303	1.51
43	59.26	20.15	233.3	***	312.71	1.56	***	-63	-190.89	307	1.53
44	59.87	23.03	235.79	***	318.69	1.59	***	-62	-187.86	312	1.56
45	59.68	20.85	239.69	***	320.22	1.6	***	-61	-184.83	326	1.63
46	59.26	18.68	237.08	***	315.02	1.58	***	-60	-181.8	314	1.57
47	59.75	23.01	237.99	***	320.75	1.6	***	-59	-178.77	320	1.6
48	59.6	33.03	234.11	***	326.74	1.63	***	-58	-175.74	323	1.61
49	60.29	32.3	239.24	***	331.83	1.66	***	-57	-172.71	335	1.68
50	59.25	25.88	235.74	***	320.87	1.6	***	-56	-169.68	325	1.63
51	59.82	24.44	237.34	***	321.6	1.61	***	-55	-166.65	318	1.59
52	58.93	17.23	234.47	***	310.63	1.55	***	-54	-163.62	304	1.52
53	58.76	15.82	231.97	***	306.55	1.53	***	-53	-160.59	302	1.51
54	58.34	15.83	232.2	***	306.37	1.53	***	-52	-157.56	302	1.51
55	58.98	19.42	232.13	***	310.53	1.55	***	-51	-154.53	298	1.49
56	58.83	18.7	233.69	***	311.22	1.56	***	-50	-151.5	305	1.52
57	60.12	28.03	234.89	***	323.04	1.62	***	-49	-148.47	314	1.57
58	56.73	35.19	237.56	***	329.48	1.65	***	-48	-145.44	334	1.67
59	56.24	33.77	236.87	***	326.88	1.63	***	-47	-142.41	325	1.63
60	51.13	40.22	236.07	***	327.42	1.64	***	-46	-139.38	340	1.7
61	50.88	36.67	242.58	***	330.13	1.65	***	-45	-136.35	360	1.8
62	50.09	38.82	244.69	***	333.6	1.67	***	-44	-133.32	366	1.83
63	52.08	55.99	245.92	***	353.99	1.77	***	-43	-130.29	378	1.89
64	50.25	56.0	243.78	***	350.03	1.75	***	-42	-127.26	377	1.89
65	49.55	45.23	242.11	***	336.89	1.68	***	-41	-124.23	365	1.82
66	49.42	46.68	250.02	***	346.12	1.73	***	-40	-121.2	387	1.94
67	48.78	38.1	249.59	***	336.47	1.68	***	-39	-118.17	375	1.88
68	47.93	40.93	250.48	***	339.34	1.7	***	-38	-115.14	382	1.91
69	47.85	37.36	250.13	***	335.34	1.68	***	-37	-112.11	383	1.92
70	47.35	47.39	247.92	***	342.66	1.71	***	-36	-109.08	386	1.93
71	49.43	57.43	257.15	***	364.01	1.82	***	-35	-106.05	423	2.12
72	44.44	68.23	260.5	***	373.17	1.87	***	-34	-103.02	442	2.21
73	43.63	71.85	256.29	***	371.77	1.86	***	-33	-99.99	439	2.19
74	41.75	76.09	259.65	***	377.49	1.89	***	-32	-96.96	433	2.17
75	40.89	80.37	262.62	***	383.88	1.92	***	-31	-93.93	436	2.18
76	34.26	73.97	259.58	***	367.81	1.84	***	-30	-90.9	390	1.95
77	34.05	53.88	278.16	***	366.09	1.83	***	-29	-87.87	408	2.04
78	34.38	62.48	291.01	***	387.87	1.94	***	-28	-84.84	430	2.15
79	33.41	33.76	314.74	***	381.91	1.91	***	-27	-81.81	434	2.17
80	30.85	33.03	312.33	***	376.21	1.88	***	-26	-78.78	422	2.11
81	33.03	48.83	322.62	***	404.48	2.02	***	-25	-75.75	452	2.26
82	34.19	73.88	333.71	***	441.78	2.21	***	-24	-72.72	474	2.37
83	33.53	81.77	333.1	***	448.4	2.24	***	-23	-69.69	481	2.4
84	27.97	63.17	329.94	***	421.08	2.11	***	-22	-66.66	453	2.27
85	28.65	83.23	346.77	***	458.65	2.29	***	-21	-63.63	511	2.56
86	30.36	99.69	354.92	***	484.97	2.42	***	-20	-60.6	536	2.68
87	29.9	98.32	361.67	***	489.89	2.45	***	-19	-57.57	539	2.69
88	30.88	129.69	376.77	***	537.34	2.69	***	-18	-54.54	567	2.83
89	34.91	252.05	404.8	***	691.76	3.46	***	-17	-51.51	719	3.6
90	31.36	295.63	417.49	***	744.48	3.72	***	-16	-48.48	779	3.9
91	28.79	298.49	419.4	***	746.68	3.73	***	-15	-45.45	796	3.98
92	25.4	457.32	485.7	***	968.42	4.84	***	-14	-42.42	1007	5.04
93	24.5	646.79	535.76	***	1207.05	6.04	***	-13	-39.39	1229	6.14
94	21.67	779.01	608.45	***	1409.13	7.05	***	-12	-36.36	1422	7.11
95	21.18	957.83	718.6	***	1697.61	8.49	***	-11	-33.33	1732	8.66
96	20.96	1161.55	830.06	***	2012.57	10.06	***	-10	-30.3	2048	10.24
97	18.34	1496.28	951.0	***	2465.62	12.33	***	-9	-27.27	2493	12.46
98	18.14	2051.18	1129.91	***	3199.23	16.0	***	-8	-24.24	3203	16.02
99	24.66	2964.6	1414.6	***	4403.86	22.02	***	-7	-21.21	4359	21.8
100	48.92	4393.5	1763.69	***	6206.11	31.03	***	-6	-18.18	6058	30.29
101	126.47	6350.31	2234.18	***	8710.96	43.55	***	-5	-15.15	8449	42.24
102	279.06	8963.67	2838.23	***	12080.96	60.4	***	-4	-12.12	11692	58.46
103	485.4	12207.82	3640.34	***	16333.56	81.67	***	-3	-9.09	15804	79.02
104	777.0	16674.92	4763.57	***	22215.49	111.08	***	-2	-6.06	21511	107.56
105	1117.59	21369.69	6081.03	***	28568.31	142.84	***	-1	-3.03	27752	138.76
106	1262.52	23936.7	6970.65	***	32169.87	160.85	***	0	0.0	31342	156.71
107	1232.39	24316.59	7308.59	***	32857.57	164.29	***	1	3.03	32076	160.38
108	1094.74	23963.19	7306.85	***	32364.78	161.82	***	2	6.06	31565	157.82
109	834.17	21583.54	7222.2	***	29639.91	148.2	***	3	9.09	29078	145.39
110	415.13	15613.64	6736.91	***	22765.68	113.83	***	4	12.12	22840	114.2
111	113.97	8912.17	5674.22	***	14700.36	73.5	***	5	15.15	15369	76.84
112	21.0	3986.61	4400.11	***	8407.72	42.04	***	6	18.18	9387	46.94
113	17.61	1665.84	3494.69	***	5178.14	25.89	***	7	21.21	6208	31.04
114	17.5	726.14	2681.31	***	3424.95	17.12	***	8	24.24	4297	21.48
115	22.32	405.69	2038.27	***	2466.28	12.33	***	9	27.27	3145	15.72
116	21.96	404.31	1528.0	***	1954.27	9.77	***	10	30.3	2421	12.11
117	20.25	422.22	1119.65	***	1562.12	7.81	***	11	33.33	1851	9.26
118	20.76	358.56	837.04	***	1216.36	6.08	***	12	36.36	1395	6.97
119	20.97	430.79	689.39	***	1141.15	5.71	***	13	39.39	1259	6.29
120	22.42	411.49	605.77	***	1039.68	5.2	***	14	42.42	1113	5.57
121	26.28	363.58	517.39	***	907.25	4.54	***	15	45.45	956	4.78
122	31.48	320.7	464.69	***	816.87	4.08	***	16	48.48	871	4.36
123	42.72	288.51	445.59	***	776.82	3.88	***	17	51.51	851	4.25
124	40.44	251.28	434.06	***	725.78	3.63	***	18	54.54	783	3.92
125	38.77	189.09	401.13	***	628.99	3.14	***	19	57.57	679	3.4
126	32.99	140.46	373.16	***	546.61	2.73	***	20	60.6	599	3.0
127	34.4	118.26	368.82	***	521.48	2.61	***	21	63.63	592	2.96
128	32.4	98.24	363.59	***	494.23	2.47	***	22	66.66	563	2.81
129	33.72	88.18	351.37	***	473.27	2.37	***	23	69.69	528	2.64
130	32.21	64.57	339.48	***	436.26	2.18	***	24	72.72	483	2.42
131	34.65	46.62	337.17	***	418.44	2.09	***	25	75.75	469	2.35
132	36.64	43.08	329.76	***	409.48	2.05	***	26	78.78	462	2.31
133	36.37	48.06	329.68	***	414.11	2.07	***	27	81.81	468	2.34
134	36.49	39.54	322.13	***	398.16	1.99	***	28	84.84	461	2.31
135	40.65	44.51	327.13	***	412.29	2.06	***	29	87.87	488	2.44
136	39.31	46.7	312.56	***	398.57	1.99	***	30	90.9	463	2.31
137	40.19	48.79	297.28	***	386.26	1.93	***	31	93.93	457	2.29
138	39.76	48.12	271.58	***	359.46	1.8	***	32	96.96	433	2.17
139	39.11	58.94	261.69	***	359.74	1.8	***	33	99.99	421	2.1
140	41.67	66.08	258.07	***	365.82	1.83	***	34	103.02	436	2.18
141	42.06	69.68	258.41	***	370.15	1.85	***	35	106.05	440	2.2
142	44.36	51.03	254.36	***	349.75	1.75	***	36	109.08	408	2.04
143	46.52	57.49	255.19	***	359.2	1.8	***	37	112.11	419	2.1
144	47.43	51.03	255.06	***	353.52	1.77	***	38	115.14	411	2.06
145	49.52	58.21	259.7	***	367.43	1.84	***	39	118.17	425	2.13
146	47.91	44.57	255.09	***	347.57	1.74	***	40	121.2	407	2.04
147	49.36	40.28	252.69	***	342.33	1.71	***	41	124.23	394	1.97
148	51.06	52.43	254.53	***	358.02	1.79	***	42	127.26	408	2.04
149	49.09	40.25	253.16	***	342.5	1.71	***	43	130.29	401	2.0
150	49.61	35.19	248.41	***	333.21	1.67	***	44	133.32	381	1.91
151	54.44	24.44	249.1	***	327.98	1.64	***	45	136.35	373	1.86
152	55.14	31.63	247.72	***	334.49	1.67	***	46	139.38	366	1.83
153	53.63	35.23	245.11	***	333.97	1.67	***	47	142.41	365	1.82
154	55.35	40.96	247.94	***	344.25	1.72	***	48	145.44	374	1.87
155	57.84	37.37	244.37	***	339.58	1.7	***	49	148.47	368	1.84
156	56.89	23.7	243.96	***	324.55	1.62	***	50	151.5	354	1.77
157	59.78	27.28	244.07	***	331.13	1.66	***	51	154.53	351	1.75
158	59.03	21.57	241.97	***	322.57	1.61	***	52	157.56	342	1.71
159	61.09	41.64	246.87	***	349.6	1.75	***	53	160.59	368	1.84
160	59.54	19.42	244.38	***	323.34	1.62	***	54	163.62	344	1.72
161	59.47	15.84	247.34	***	322.65	1.61	***	55	166.65	351	1.75
162	59.05	14.38	247.01	***	320.44	1.6	***	56	169.68	355	1.77
163	60.1	25.87	247.19	***	333.16	1.67	***	57	172.71	361	1.8
164	59.26	15.11	244.47	***	318.84	1.59	***	58	175.74	340	1.7
165	59.96	24.43	243.7	***	328.09	1.64	***	59	178.77	350	1.75
166	58.91	11.52	240.49	***	310.92	1.55	***	60	181.8	332	1.66
167	59.61	24.45	247.67	***	331.73	1.66	***	61	184.83	354	1.77
168	60.24	28.76	246.63	***	335.63	1.68	***	62	187.86	358	1.79
169	58.0	9.35	239.62	***	306.97	1.53	***	63	190.89	323	1.61
170	58.84	13.68	239.73	***	312.25	1.56	***	64	193.92	321	1.6
171	59.12	16.53	238.68	***	314.33	1.57	***	65	196.95	324	1.62
172	59.61	22.29	240.4	***	322.3	1.61	***	66	199.98	334	1.67
173	58.84	20.11	234.18	***	313.13	1.57	***	67	203.01	313	1.56
174	58.63	10.8	239.85	***	309.28	1.55	***	68	206.04	322	1.61
175	59.19	19.42	238.1	***	316.71	1.58	***	69	209.07	328	1.64
176	59.12	16.54	237.85	***	313.51	1.57	***	70	212.1	322	1.61
177	59.33	15.84	239.75	***	314.92	1.57	***	71	215.13	322	1.61
178	59.74	23.73	242.77	***	326.24	1.63	***	72	218.16	344	1.72
179	59.61	24.44	236.7	***	320.75	1.6	***	73	221.19	321	1.6
180	58.92	16.55	233.51	***	308.98	1.54	***	74	224.22	307	1.53
181	58.48	13.68	231.59	***	303.75	1.52	***	75	227.25	298	1.49
182	58.77	12.22	229.97	***	300.96	1.5	***	76	230.28	286	1.43
183	58.41	15.82	227.85	***	302.08	1.51	***	77	233.31	285	1.43
184	58.34	12.23	230.0	***	300.57	1.5	***	78	236.34	283	1.42
185	58.83	15.11	228.97	***	302.91	1.51	***	79	239.37	286	1.43
186	59.34	21.58	231.94	***	312.86	1.56	***	80	242.4	296	1.48
187	59.16	25.87	229.4	***	314.43	1.57	***	81	245.43	297	1.49
188	58.83	19.43	227.4	***	305.66	1.53	***	82	248.46	284	1.42
189	58.63	19.4	229.32	***	307.35	1.54	***	83	251.49	288	1.44
190	59.04	21.56	226.79	***	307.39	1.54	***	84	254.52	280	1.4
191	59.19	22.29	225.73	***	307.21	1.54	***	85	257.55	281	1.41
192	57.49	13.67	221.22	***	292.38	1.46	***	86	260.58	267	1.33
193	57.86	5.04	224.72	***	287.62	1.44	***	87	263.61	259	1.29
194	58.5	12.22	225.82	***	296.54	1.48	***	88	266.64	271	1.35
195	58.76	20.15	226.51	***	305.42	1.53	***	89	269.67	280	1.4
196	58.32	19.42	226.54	***	304.28	1.52	***	90	272.7	281	1.41
197	59.76	25.14	231.89	***	316.79	1.58	***	91	275.73	296	1.48
198	59.62	19.41	230.51	***	309.54	1.55	***	92	278.76	283	1.42
199	59.54	25.15	232.5	***	317.19	1.59	***	93	281.79	297	1.49
200	59.32	23.72	229.56	***	312.6	1.56	***	94	284.82	294	1.47
201	59.61	20.12	230.58	***	310.31	1.55	***	95	287.85	294	1.47
202	59.18	22.26	233.64	***	315.08	1.58	***	96	290.88	305	1.52
203	59.46	24.42	230.86	***	314.74	1.57	***	97	293.91	303	1.51
204	59.62	20.12	236.5	***	316.24	1.58	***	98	296.94	316	1.58
205	58.76	17.26	231.75	***	307.77	1.54	***	99	299.97	299	1.5
206	58.64	11.51	232.84	***	302.99	1.51	***	100	303.0	298	1.49
207	59.57	23.67	237.72	***	320.96	1.6	***	101	306.03	321	1.6
208	59.78	28.74	232.6	***	321.12	1.61	***	102	309.06	312	1.56
209	59.55	24.44	237.72	***	321.71	1.61	***	103	312.09	315	1.57
210	58.77	10.8	228.43	***	298.0	1.49	***	104	315.12	275	1.38
211	58.1	12.96	228.71	***	299.77	1.5	***	105	318.15	280	1.4
212	58.8	20.12	231.24	***	310.16	1.55	***	106	321.18	296	1.48
213	56.38	21.59	232.01	***	309.98	1.55	***	107	324.21	310	1.55
214	56.46	20.82	238.69	***	315.97	1.58	***	108	327.24	329	1.65
215	57.32	25.87	238.22	***	321.41	1.61	***	109	330.27	330	1.65
216	57.38	19.43	229.89	***	306.7	1.53	***	110	333.3	303	1.51
217	59.2	15.09	234.45	***	308.74	1.54	***	111	336.33	301	1.5
218	59.33	22.29	234.95	***	316.57	1.58	***	112	339.36	310	1.55
219	58.95	22.28	232.31	***	313.54	1.57	***	113	342.39	298	1.49
220	58.69	15.1	232.82	***	306.61	1.53	***	114	345.42	297	1.49
221	58.99	19.4	230.76	***	309.15	1.55	***	115	348.45	304	1.52
222	58.12	13.68	229.02	***	300.82	1.5	***	116	351.48	293	1.47
223	59.12	14.38	237.54	***	311.04	1.56	***	117	354.51	311	1.55
224	58.7	13.67	235.27	***	307.64	1.54	***	118	357.54	309	1.54
225	58.48	10.8	233.5	***	302.78	1.51	***	119	360.57	302	1.51
226	58.0	7.92	230.97	***	296.89	1.48	***	120	363.6	295	1.48
227	58.7	12.23	233.71	***	304.64	1.52	***	121	366.63	302	1.51
228	58.56	13.68	227.46	***	299.7	1.5	***	122	369.66	281	1.41
229	58.63	10.8	229.38	***	298.81	1.49	***	123	372.69	284	1.42
230	59.33	20.13	230.89	***	310.35	1.55	***	124	375.72	291	1.46
231	58.85	14.38	226.32	***	299.55	1.5	***	125	378.75	277	1.39
232	58.35	10.79	223.68	***	292.82	1.46	***	126	381.78	259	1.29
233	58.56	16.54	222.19	***	297.29	1.49	***	127	384.81	263	1.31
234	59.68	28.77	230.39	***	318.84	1.59	***	128	387.84	295	1.48
235	59.69	25.86	230.36	***	315.91	1.58	***	129	390.87	291	1.46
236	58.28	10.78	229.81	***	298.87	1.49	***	130	393.9	288	1.44
237	59.28	17.96	232.99	***	310.23	1.55	***	131	396.93	301	1.5
238	58.78	12.94	228.87	***	300.59	1.5	***	132	399.96	282	1.41
239	58.69	15.83	226.06	***	300.58	1.5	***	133	402.99	274	1.37
240	57.7	8.64	222.59	***	288.93	1.44	***	134	406.02	258	1.29
241	58.68	15.81	226.93	***	301.42	1.51	***	135	409.05	275	1.38
242	57.83	9.36	226.29	***	293.48	1.47	***	136	412.08	271	1.35
243	58.63	10.8	225.67	***	295.1	1.48	***	137	415.11	271	1.35
244	57.89	14.39	226.7	***	298.98	1.49	***	138	418.14	273	1.36
245	58.04	11.52	228.44	***	298.0	1.49	***	139	421.17	278	1.39
246	58.77	14.38	229.77	***	302.92	1.51	***	140	424.2	285	1.43
247	59.0	17.26	234.13	***	310.39	1.55	***	141	427.23	308	1.54
248	58.34	10.78	232.17	***	301.29	1.51	***	142	430.26	293	1.47
249	58.84	16.55	233.73	***	309.12	1.55	***	143	433.29	309	1.54
250	58.27	10.79	231.12	***	300.18	1.5	***	144	436.32	295	1.48
251	58.71	15.07	231.56	***	305.34	1.53	***	145	439.35	301	1.5
252	58.4	17.26	235.61	***	311.27	1.56	***	146	442.38	311	1.55
253	58.77	10.78	233.27	***	302.82	1.51	***	147	445.41	300	1.5
254	57.82	14.38	232.02	***	304.22	1.52	***	148	448.44	306	1.53
255	58.85	17.25	231.77	***	307.87	1.54	***	149	451.47	301	1.5
256	59.14	18.69	233.04	***	310.87	1.55	***	150	454.5	305	1.52
257	59.33	18.68	236.69	***	314.7	1.57	***	151	457.53	318	1.59
258	58.47	15.84	235.03	***	309.34	1.55	***	152	460.56	312	1.56
259	59.12	18.72	233.07	***	310.91	1.55	***	153	463.59	305	1.52
260	57.83	10.07	234.62	***	302.52	1.51	***	154	466.62	307	1.53
261	58.21	9.35	235.68	***	303.24	1.52	***	155	469.65	306	1.53
262	58.41	12.24	233.88	***	304.53	1.52	***	156	472.68	297	1.49
263	58.62	15.81	235.92	***	310.35	1.55	***	157	475.71	319	1.59
264	59.12	15.83	241.22	***	316.17	1.58	***	158	478.74	326	1.63
265	58.98	17.25	237.47	***	313.7	1.57	***	159	481.77	325	1.63
266	59.06	17.96	241.07	***	318.09	1.59	***	160	484.8	337	1.69
267	58.14	12.95	238.3	***	309.39	1.55	***	161	487.83	323	1.61
268	58.42	15.11	234.22	***	307.75	1.54	***	162	490.86	312	1.56
269	59.05	19.43	238.45	***	316.93	1.58	***	163	493.89	325	1.63
270	59.62	22.27	243.41	***	325.3	1.63	***	164	496.92	341	1.71
271	59.89	28.0	240.85	***	328.74	1.64	***	165	499.95	340	1.7
272	59.12	17.25	237.62	***	313.99	1.57	***	166	502.98	322	1.61
273	58.99	16.54	235.83	***	311.36	1.56	***	167	506.01	311	1.55
274	58.84	16.52	233.7	***	309.06	1.55	***	168	509.04	308	1.54
275	58.91	17.26	234.8	***	310.97	1.55	***	169	512.07	314	1.57
276	58.7	16.55	231.95	***	307.2	1.54	***	170	515.1	301	1.5
277	58.78	10.05	239.75	***	308.58	1.54	***	171	518.13	320	1.6
278	58.7	13.67	233.72	***	306.09	1.53	***	172	521.16	307	1.53
279	58.14	10.78	231.13	***	300.05	1.5	***	173	524.19	293	1.47
280	58.19	12.96	228.76	***	299.91	1.5	***	174	527.22	290	1.45
281	58.64	15.1	232.19	***	305.93	1.53	***	175	530.25	298	1.49
282	58.92	15.8	233.25	***	307.97	1.54	***	176	533.28	301	1.5
283	57.91	13.66	231.53	***	303.1	1.52	***	177	536.31	295	1.48
284	58.91	17.25	227.91	***	304.07	1.52	***	178	539.34	288	1.44
285	58.18	12.94	226.57	***	297.69	1.49	***	179	542.37	274	1.37
286	58.92	15.81	229.31	***	304.04	1.52	***	180	545.4	282	1.41
287	57.84	14.37	225.38	***	297.59	1.49	***	181	548.43	284	1.42
288	57.78	11.52	222.88	***	292.18	1.46	***	182	551.46	264	1.32
289	58.49	10.08	224.95	***	293.52	1.47	***	183	554.49	265	1.32
290	58.56	12.95	228.18	***	299.69	1.5	***	184	557.52	277	1.39
291	58.63	16.55	226.74	***	301.92	1.51	***	185	560.55	278	1.39
292	58.48	15.81	226.95	***	301.24	1.51	***	186	563.58	280	1.4
293	58.42	18.0	221.86	***	298.28	1.49	***	187	566.61	267	1.33
294	57.79	7.92	222.5	***	288.21	1.44	***	188	569.64	262	1.31
295	57.64	9.34	223.54	***	290.52	1.45	***	189	572.67	266	1.33
296	57.33	9.36	227.31	***	294.0	1.47	***	190	575.7	282	1.41
297	57.99	10.08	223.62	***	291.69	1.46	***	191	578.73	273	1.36
298	58.76	16.52	228.04	***	303.32	1.52	***	192	581.76	285	1.43
299	59.0	10.77	232.99	***	302.76	1.51	***	193	584.79	295	1.48
300	58.06	5.76	230.87	***	294.69	1.47	***	194	587.82	284	1.42
301	57.85	6.47	229.32	***	293.64	1.47	***	195	590.85	278	1.39
302	58.12	10.78	229.13	***	298.03	1.49	***	196	593.88	286	1.43
303	59.42	20.11	235.82	***	315.35	1.58	***	197	596.91	315	1.57
304	59.72	23.69	234.27	***	317.68	1.59	***	198	599.94	307	1.53
305	58.56	11.51	233.06	***	303.13	1.52	***	199	602.97	299	1.5
306	58.56	11.51	232.84	***	302.91	1.51	***	200	606.0	298	1.49
307	58.48	17.27	229.61	***	305.36	1.53	***	201	609.03	299	1.5
308	58.56	12.94	234.58	***	306.08	1.53	***	202	612.06	305	1.52
309	58.35	10.79	235.44	***	304.58	1.52	***	203	615.09	306	1.53
310	58.27	12.95	230.93	***	302.15	1.51	***	204	618.12	297	1.49
311	58.11	13.67	229.88	***	301.66	1.51	***	205	621.15	296	1.48
312	58.49	8.63	232.61	***	299.73	1.5	***	206	624.18	293	1.47
313	59.4	19.4	235.38	***	314.18	1.57	***	207	627.21	311	1.55
314	59.35	20.83	236.72	***	316.9	1.58	***	208	630.24	318	1.59
315	58.7	12.94	233.95	***	305.59	1.53	***	209	633.27	304	1.52
316	57.92	7.2	227.69	***	292.81	1.46	***	210	636.3	282	1.41
317	58.28	10.79	227.48	***	296.55	1.48	***	211	639.33	285	1.43
318	59.4	18.67	236.83	***	314.9	1.57	***	212	642.36	309	1.54
319	58.63	10.05	234.71	***	303.39	1.52	***	213	645.39	296	1.48
320	58.78	13.66	235.66	***	308.1	1.54	***	214	648.42	309	1.54
321	58.2	10.8	230.96	***	299.96	1.5	***	215	651.45	296	1.48
322	58.06	10.07	228.51	***	296.64	1.48	***	216	654.48	283	1.42
323	58.21	7.91	228.09	***	294.21	1.47	***	217	657.51	282	1.41
324	58.41	12.23	233.26	***	303.9	1.52	***	218	660.54	301	1.5
325	59.54	19.38	235.98	***	314.9	1.57	***	219	663.57	310	1.55
326	59.28	17.97	239.25	***	316.5	1.58	***	220	666.6	320	1.6
327	58.56	15.1	236.34	***	310.0	1.55	***	221	669.63	317	1.58
328	58.55	15.09	232.14	***	305.78	1.53	***	222	672.66	297	1.49
329	58.41	12.94	233.5	***	304.85	1.52	***	223	675.69	303	1.51
330	58.19	16.54	240.19	***	314.92	1.57	***	224	678.72	326	1.63
331	58.04	13.66	235.28	***	306.98	1.53	***	225	681.75	315	1.57
332	58.48	17.24	236.56	***	312.28	1.56	***	226	684.78	323	1.61
333	58.55	13.65	236.57	***	308.77	1.54	***	227	687.81	320	1.6
334	58.48	15.83	236.14	***	310.45	1.55	***	228	690.84	321	1.6
335	58.41	15.11	236.13	***	309.65	1.55	***	229	693.87	313	1.56
336	58.7	10.08	238.3	***	307.08	1.54	***	230	696.9	320	1.6
337	58.34	11.52	234.21	***	304.07	1.52	***	231	699.93	308	1.54
338	58.69	13.68	240.7	***	313.07	1.57	***	232	702.96	331	1.66
339	58.0	8.64	239.22	***	305.86	1.53	***	233	705.99	325	1.63
340	58.91	14.38	241.37	***	314.66	1.57	***	234	709.02	338	1.69
341	58.41	13.67	240.29	***	312.37	1.56	***	235	712.05	333	1.67
342	58.62	11.51	241.54	***	311.67	1.56	***	236	715.08	332	1.66
343	59.19	18.69	242.14	***	320.02	1.6	***	237	718.11	337	1.69
344	59.33	20.87	238.33	***	318.53	1.59	***	238	721.14	330	1.65
345	59.33	19.43	238.09	***	316.85	1.58	***	239	724.17	326	1.63
346	58.83	13.64	237.58	***	310.05	1.55	***	240	727.2	316	1.58
347	58.69	12.95	236.27	***	307.91	1.54	***	241	730.23	309	1.54
348	58.92	12.94	236.93	***	308.79	1.54	***	242	733.26	313	1.56
349	58.7	13.67	234.56	***	306.93	1.53	***	243	736.29	306	1.53
350	58.56	11.52	233.92	***	304.0	1.52	***	244	739.32	303	1.51
351	59.12	15.83	236.71	***	311.66	1.56	***	245	742.35	315	1.57
352	58.35	10.05	237.15	***	305.55	1.53	***	246	745.38	313	1.56
353	58.41	10.08	233.23	***	301.72	1.51	***	247	748.41	299	1.5
354	58.26	10.07	232.83	***	301.16	1.51	***	248	751.44	298	1.49
355	58.56	13.68	231.34	***	303.58	1.52	***	249	754.47	296	1.48
356	59.12	15.82	231.3	***	306.24	1.53	***	250	757.5	296	1.48
357	59.33	15.08	233.92	***	308.33	1.54	***	251	760.53	311	1.55
