Pixel	Blue	Green	Red	***	BGR	BGR_Norm	***	Coord	Angstrom	BW	BW_Norm
2330	44.68	44.58	934.34	***	1023.6	5.12	***	2224	6738.72	1351	6.75
2331	45.1	37.34	881.02	***	963.46	4.82	***	2225	6741.75	1256	6.28
2332	42.89	36.66	840.64	***	920.19	4.6	***	2226	6744.78	1207	6.04
2333	44.08	37.36	804.13	***	885.57	4.43	***	2227	6747.81	1150	5.75
2334	42.79	48.87	771.86	***	863.52	4.32	***	2228	6750.84	1113	5.57
2335	42.67	38.79	753.84	***	835.3	4.18	***	2229	6753.87	1068	5.34
2336	43.55	50.27	743.96	***	837.78	4.19	***	2230	6756.9	1079	5.39
2337	45.08	51.72	720.11	***	816.91	4.08	***	2231	6759.93	1052	5.26
2338	42.71	42.37	685.46	***	770.54	3.85	***	2232	6762.96	979	4.89
2339	38.06	38.08	653.61	***	729.75	3.65	***	2233	6765.99	911	4.55
2340	35.64	44.54	621.65	***	701.83	3.51	***	2234	6769.02	868	4.34
2341	37.23	57.44	602.75	***	697.42	3.49	***	2235	6772.05	866	4.33
2342	36.82	66.05	565.28	***	668.15	3.34	***	2236	6775.08	836	4.18
2343	42.59	57.48	537.21	***	637.28	3.19	***	2237	6778.11	800	4.0
2344	44.53	45.29	527.9	***	617.72	3.09	***	2238	6781.14	785	3.92
2345	46.08	73.19	503.87	***	623.14	3.12	***	2239	6784.17	762	3.81
2346	46.26	72.45	486.0	***	604.71	3.02	***	2240	6787.2	742	3.71
2347	43.25	63.88	459.72	***	566.85	2.83	***	2241	6790.23	696	3.48
2348	44.52	71.78	452.66	***	568.96	2.84	***	2242	6793.26	693	3.46
2349	44.32	60.97	431.04	***	536.33	2.68	***	2243	6796.29	656	3.28
2350	42.1	46.66	411.75	***	500.51	2.5	***	2244	6799.32	617	3.08
2351	42.36	57.43	414.25	***	514.04	2.57	***	2245	6802.35	632	3.16
2352	41.06	48.06	407.26	***	496.38	2.48	***	2246	6805.38	610	3.05
2353	45.1	66.73	408.77	***	520.6	2.6	***	2247	6808.41	633	3.17
2354	42.28	68.15	397.18	***	507.61	2.54	***	2248	6811.44	610	3.05
2355	43.45	65.31	399.8	***	508.56	2.54	***	2249	6814.47	616	3.08
2356	41.83	58.12	377.09	***	477.04	2.39	***	2250	6817.5	574	2.87
2357	38.85	63.85	372.22	***	474.92	2.37	***	2251	6820.53	562	2.81
2358	36.1	64.52	357.71	***	458.33	2.29	***	2252	6823.56	534	2.67
2359	36.68	68.91	350.01	***	455.6	2.28	***	2253	6826.59	539	2.69
2360	37.89	69.6	346.38	***	453.87	2.27	***	2254	6829.62	542	2.71
2361	40.1	68.9	346.18	***	455.18	2.28	***	2255	6832.65	562	2.81
2362	39.92	75.34	342.75	***	458.01	2.29	***	2256	6835.68	562	2.81
2363	41.34	86.11	344.2	***	471.65	2.36	***	2257	6838.71	575	2.88
2364	38.76	78.94	331.25	***	448.95	2.24	***	2258	6841.74	550	2.75
2365	39.1	76.05	331.62	***	446.77	2.23	***	2259	6844.77	555	2.77
2366	42.28	97.55	335.29	***	475.12	2.38	***	2260	6847.8	594	2.97
2367	44.81	114.08	339.33	***	498.22	2.49	***	2261	6850.83	614	3.07
2368	41.43	111.2	310.27	***	462.9	2.31	***	2262	6853.86	568	2.84
2369	38.9	110.56	302.35	***	451.81	2.26	***	2263	6856.89	547	2.73
2370	38.91	99.77	296.69	***	435.37	2.18	***	2264	6859.92	538	2.69
2371	37.14	100.48	292.5	***	430.12	2.15	***	2265	6862.95	525	2.63
2372	38.03	119.81	284.07	***	441.91	2.21	***	2266	6865.98	533	2.67
2373	38.24	121.3	279.28	***	438.82	2.19	***	2267	6869.01	528	2.64
2374	40.64	143.54	285.29	***	469.47	2.35	***	2268	6872.04	563	2.81
2375	39.12	129.15	282.41	***	450.68	2.25	***	2269	6875.07	544	2.72
2376	36.4	109.83	272.03	***	418.26	2.09	***	2270	6878.1	507	2.54
2377	36.71	124.85	268.33	***	429.89	2.15	***	2271	6881.13	512	2.56
2378	35.76	123.48	262.8	***	422.04	2.11	***	2272	6884.16	499	2.5
2379	35.02	114.82	260.08	***	409.92	2.05	***	2273	6887.19	485	2.42
2380	36.35	121.23	266.67	***	424.25	2.12	***	2274	6890.22	505	2.52
2381	35.23	112.69	260.93	***	408.85	2.04	***	2275	6893.25	489	2.44
2382	34.93	112.03	260.48	***	407.44	2.04	***	2276	6896.28	487	2.44
2383	35.2	112.68	261.3	***	409.18	2.05	***	2277	6899.31	489	2.44
2384	35.02	113.44	261.55	***	410.01	2.05	***	2278	6902.34	490	2.45
2385	37.31	133.5	268.08	***	438.89	2.19	***	2279	6905.37	520	2.6
2386	36.19	139.93	258.53	***	434.65	2.17	***	2280	6908.4	502	2.51
2387	34.13	124.13	248.58	***	406.84	2.03	***	2281	6911.43	470	2.35
2388	32.99	151.41	238.13	***	422.53	2.11	***	2282	6914.46	458	2.29
2389	33.47	153.53	240.71	***	427.71	2.14	***	2283	6917.49	469	2.35
2390	33.15	156.32	236.95	***	426.42	2.13	***	2284	6920.52	461	2.31
2391	33.78	169.97	234.56	***	438.31	2.19	***	2285	6923.55	467	2.33
2392	33.0	159.22	235.83	***	428.05	2.14	***	2286	6926.58	460	2.3
2393	33.69	163.51	236.94	***	434.14	2.17	***	2287	6929.61	468	2.34
2394	34.64	169.29	242.21	***	446.14	2.23	***	2288	6932.64	483	2.42
2395	35.69	179.93	243.51	***	459.13	2.3	***	2289	6935.67	494	2.47
2396	34.09	169.98	239.02	***	443.09	2.22	***	2290	6938.7	476	2.38
2397	32.19	154.23	234.52	***	420.94	2.1	***	2291	6941.73	453	2.27
2398	33.46	164.24	236.31	***	434.01	2.17	***	2292	6944.76	469	2.35
2399	33.54	162.1	237.36	***	433.0	2.17	***	2293	6947.79	469	2.35
2400	33.73	164.96	236.72	***	435.41	2.18	***	2294	6950.82	470	2.35
2401	32.66	158.52	232.01	***	423.19	2.12	***	2295	6953.85	454	2.27
2402	33.44	164.23	236.26	***	433.93	2.17	***	2296	6956.88	467	2.33
2403	34.07	174.29	235.59	***	443.95	2.22	***	2297	6959.91	473	2.37
2404	34.81	181.36	238.4	***	454.57	2.27	***	2298	6962.94	486	2.43
2405	34.33	184.28	232.63	***	451.24	2.26	***	2299	6965.97	474	2.37
2406	33.75	181.37	230.34	***	445.46	2.23	***	2300	6969.0	465	2.33
2407	37.16	221.41	239.44	***	498.01	2.49	***	2301	6972.03	514	2.57
2408	38.32	230.79	242.19	***	511.3	2.56	***	2302	6975.06	528	2.64
2409	36.23	204.26	236.31	***	476.8	2.38	***	2303	6978.09	496	2.48
2410	34.22	181.41	233.05	***	448.68	2.24	***	2304	6981.12	474	2.37
2411	34.02	164.21	238.9	***	437.13	2.19	***	2305	6984.15	473	2.37
2412	34.76	147.73	238.27	***	420.76	2.1	***	2306	6987.18	460	2.3
2413	36.68	168.55	243.31	***	448.54	2.24	***	2307	6990.21	487	2.44
2414	36.42	162.81	244.19	***	443.42	2.22	***	2308	6993.24	487	2.44
2415	35.07	151.36	240.98	***	427.41	2.14	***	2309	6996.27	466	2.33
2416	33.22	145.67	231.8	***	410.69	2.05	***	2310	6999.3	443	2.21
2417	34.03	140.61	227.78	***	402.42	2.01	***	2311	7002.33	429	2.15
2418	34.76	150.64	229.64	***	415.04	2.08	***	2312	7005.36	440	2.2
2419	34.73	142.14	227.64	***	404.51	2.02	***	2313	7008.39	428	2.14
2420	34.24	135.69	227.01	***	396.94	1.98	***	2314	7011.42	421	2.1
2421	36.28	134.96	229.5	***	400.74	2.0	***	2315	7014.45	422	2.11
2422	38.88	144.15	232.2	***	415.23	2.08	***	2316	7017.48	435	2.17
2423	40.15	152.05	235.79	***	427.99	2.14	***	2317	7020.51	448	2.24
2424	38.87	133.46	226.79	***	399.12	2.0	***	2318	7023.54	405	2.02
2425	37.95	128.43	225.35	***	391.73	1.96	***	2319	7026.57	397	1.99
2426	38.02	119.19	221.56	***	378.77	1.89	***	2320	7029.6	382	1.91
2427	39.73	122.65	223.96	***	386.34	1.93	***	2321	7032.63	386	1.93
2428	41.46	129.82	226.72	***	398.0	1.99	***	2322	7035.66	395	1.98
2429	41.71	134.12	225.89	***	401.72	2.01	***	2323	7038.69	398	1.99
2430	44.39	167.06	231.11	***	442.56	2.21	***	2324	7041.72	431	2.15
2431	44.91	142.75	228.78	***	416.44	2.08	***	2325	7044.75	400	2.0
2432	43.16	122.68	220.54	***	386.38	1.93	***	2326	7047.78	367	1.83
2433	43.38	154.15	228.76	***	426.29	2.13	***	2327	7050.81	413	2.06
2434	43.86	153.44	232.1	***	429.4	2.15	***	2328	7053.84	421	2.1
2435	40.0	126.28	221.16	***	387.44	1.94	***	2329	7056.87	379	1.9
2436	39.81	127.03	223.15	***	389.99	1.95	***	2330	7059.9	390	1.95
2437	39.43	123.45	222.46	***	385.34	1.93	***	2331	7062.93	380	1.9
2438	37.53	133.43	224.0	***	394.96	1.97	***	2332	7065.96	398	1.99
2439	38.2	134.87	231.45	***	404.52	2.02	***	2333	7068.99	422	2.11
2440	38.09	149.91	236.97	***	424.97	2.12	***	2334	7072.02	444	2.22
2441	38.03	138.4	235.4	***	411.83	2.06	***	2335	7075.05	432	2.16
2442	37.64	132.0	235.53	***	405.17	2.03	***	2336	7078.08	429	2.15
2443	40.85	129.77	237.74	***	408.36	2.04	***	2337	7081.11	431	2.15
2444	41.21	129.82	236.19	***	407.22	2.04	***	2338	7084.14	428	2.14
2445	38.23	112.72	231.06	***	382.01	1.91	***	2339	7087.17	404	2.02
2446	40.22	123.41	234.96	***	398.59	1.99	***	2340	7090.2	418	2.09
2447	44.53	132.71	240.75	***	417.99	2.09	***	2341	7093.23	435	2.17
2448	42.65	109.07	234.31	***	386.03	1.93	***	2342	7096.26	400	2.0
2449	42.16	106.92	228.13	***	377.21	1.89	***	2343	7099.29	387	1.94
2450	42.14	112.64	231.17	***	385.95	1.93	***	2344	7102.32	401	2.0
2451	43.11	112.66	236.29	***	392.06	1.96	***	2345	7105.35	416	2.08
2452	38.35	138.47	237.97	***	414.79	2.07	***	2346	7108.38	449	2.25
2453	40.12	144.86	240.99	***	425.97	2.13	***	2347	7111.41	461	2.31
2454	40.94	157.81	240.98	***	439.73	2.2	***	2348	7114.44	473	2.37
2455	40.41	158.47	239.75	***	438.63	2.19	***	2349	7117.47	470	2.35
2456	38.48	148.51	230.5	***	417.49	2.09	***	2350	7120.5	441	2.21
2457	37.78	148.53	230.24	***	416.55	2.08	***	2351	7123.53	438	2.19
2458	37.8	154.91	228.5	***	421.21	2.11	***	2352	7126.56	435	2.17
2459	37.38	168.46	226.46	***	432.3	2.16	***	2353	7129.59	442	2.21
2460	35.32	154.22	223.19	***	412.73	2.06	***	2354	7132.62	423	2.12
2461	36.22	147.72	223.61	***	407.55	2.04	***	2355	7135.65	416	2.08
2462	33.68	139.97	217.19	***	390.84	1.95	***	2356	7138.68	396	1.98
2463	37.12	141.34	219.05	***	397.51	1.99	***	2357	7141.71	392	1.96
2464	38.21	144.97	221.6	***	404.78	2.02	***	2358	7144.74	403	2.02
2465	38.72	162.84	226.08	***	427.64	2.14	***	2359	7147.77	427	2.13
2466	36.49	155.68	222.49	***	414.66	2.07	***	2360	7150.8	417	2.08
2467	32.96	127.8	212.27	***	373.03	1.87	***	2361	7153.83	374	1.87
2468	32.41	138.59	215.16	***	386.16	1.93	***	2362	7156.86	393	1.97
2469	32.5	137.19	214.67	***	384.36	1.92	***	2363	7159.89	388	1.94
2470	33.88	152.91	219.41	***	406.2	2.03	***	2364	7162.92	412	2.06
2471	37.43	125.57	217.28	***	380.28	1.9	***	2365	7165.95	374	1.87
2472	38.49	129.88	216.94	***	385.31	1.93	***	2366	7168.98	378	1.89
2473	41.43	126.32	221.39	***	389.14	1.95	***	2367	7172.01	377	1.89
2474	40.96	131.3	221.61	***	393.87	1.97	***	2368	7175.04	385	1.93
2475	41.04	114.12	219.67	***	374.83	1.87	***	2369	7178.07	364	1.82
2476	44.54	139.13	226.97	***	410.64	2.05	***	2370	7181.1	399	2.0
2477	42.06	123.45	222.93	***	388.44	1.94	***	2371	7184.13	379	1.9
2478	42.17	144.19	222.16	***	408.52	2.04	***	2372	7187.16	394	1.97
2479	41.13	141.27	223.97	***	406.37	2.03	***	2373	7190.19	395	1.98
2480	39.28	142.0	221.2	***	402.48	2.01	***	2374	7193.22	395	1.98
2481	38.45	135.61	220.34	***	394.4	1.97	***	2375	7196.25	389	1.95
2482	37.55	130.56	220.01	***	388.12	1.94	***	2376	7199.28	383	1.92
2483	38.05	128.52	223.93	***	390.5	1.95	***	2377	7202.31	392	1.96
2484	38.5	135.59	225.48	***	399.57	2.0	***	2378	7205.34	400	2.0
2485	38.41	129.13	224.83	***	392.37	1.96	***	2379	7208.37	395	1.98
2486	39.37	104.8	219.45	***	363.62	1.82	***	2380	7211.4	356	1.78
2487	40.39	97.61	224.62	***	362.62	1.81	***	2381	7214.43	362	1.81
2488	44.3	130.54	236.15	***	410.99	2.05	***	2382	7217.46	414	2.07
2489	45.36	134.85	242.63	***	422.84	2.11	***	2383	7220.49	433	2.17
2490	41.41	97.62	232.85	***	371.88	1.86	***	2384	7223.52	388	1.94
2491	39.39	79.73	228.54	***	347.66	1.74	***	2385	7226.55	363	1.81
2492	37.85	119.15	231.98	***	388.98	1.94	***	2386	7229.58	410	2.05
2493	37.8	119.88	230.24	***	387.92	1.94	***	2387	7232.61	405	2.02
2494	39.37	114.9	231.07	***	385.34	1.93	***	2388	7235.64	403	2.02
2495	40.27	114.19	230.6	***	385.06	1.93	***	2389	7238.67	400	2.0
2496	41.66	143.47	229.73	***	414.86	2.07	***	2390	7241.7	419	2.1
2497	42.7	134.85	228.87	***	406.42	2.03	***	2391	7244.73	398	1.99
2498	41.61	144.89	230.57	***	417.07	2.09	***	2392	7247.76	420	2.1
2499	40.94	144.18	233.17	***	418.29	2.09	***	2393	7250.79	426	2.13
2500	37.97	135.6	225.76	***	399.33	2.0	***	2394	7253.82	407	2.04
2501	37.74	140.65	226.75	***	405.14	2.03	***	2395	7256.85	415	2.08
2502	33.85	163.56	231.47	***	428.88	2.14	***	2396	7259.88	451	2.25
2503	33.51	165.73	231.49	***	430.73	2.15	***	2397	7262.91	454	2.27
2504	31.5	156.44	226.97	***	414.91	2.07	***	2398	7265.94	442	2.21
2505	32.9	165.73	228.66	***	427.29	2.14	***	2399	7268.97	449	2.25
2506	34.26	175.69	233.05	***	443.0	2.21	***	2400	7272.0	466	2.33
2507	33.78	174.27	230.49	***	438.54	2.19	***	2401	7275.03	460	2.3
2508	33.05	179.25	228.79	***	441.09	2.21	***	2402	7278.06	461	2.31
2509	32.09	172.83	226.18	***	431.1	2.16	***	2403	7281.09	449	2.25
2510	32.28	172.17	226.34	***	430.79	2.15	***	2404	7284.12	452	2.26
2511	34.24	190.73	232.16	***	457.13	2.29	***	2405	7287.15	478	2.39
2512	34.63	195.01	233.47	***	463.11	2.32	***	2406	7290.18	483	2.42
2513	32.87	177.14	228.36	***	438.37	2.19	***	2407	7293.21	459	2.29
2514	30.94	157.09	223.46	***	411.49	2.06	***	2408	7296.24	433	2.17
2515	29.82	149.3	219.31	***	398.43	1.99	***	2409	7299.27	419	2.1
2516	31.12	158.59	224.0	***	413.71	2.07	***	2410	7302.3	437	2.19
2517	30.9	153.55	224.02	***	408.47	2.04	***	2411	7305.33	433	2.17
2518	32.24	169.3	227.46	***	429.0	2.15	***	2412	7308.36	451	2.25
2519	31.8	169.28	224.29	***	425.37	2.13	***	2413	7311.39	443	2.21
2520	30.27	161.44	217.77	***	409.48	2.05	***	2414	7314.42	424	2.12
2521	31.34	173.58	220.8	***	425.72	2.13	***	2415	7317.45	439	2.19
2522	33.56	187.17	228.97	***	449.7	2.25	***	2416	7320.48	469	2.35
2523	34.88	200.68	232.64	***	468.2	2.34	***	2417	7323.51	486	2.43
2524	32.93	182.85	224.27	***	440.05	2.2	***	2418	7326.54	452	2.26
2525	30.9	164.93	218.3	***	414.13	2.07	***	2419	7329.57	425	2.13
2526	33.14	183.56	224.89	***	441.59	2.21	***	2420	7332.6	455	2.27
2527	34.51	194.29	228.14	***	456.94	2.28	***	2421	7335.63	469	2.35
2528	30.98	157.83	217.17	***	405.98	2.03	***	2422	7338.66	416	2.08
2529	33.8	168.53	221.87	***	424.2	2.12	***	2423	7341.69	432	2.16
2530	34.22	159.94	221.01	***	415.17	2.08	***	2424	7344.72	421	2.1
2531	32.19	142.78	215.21	***	390.18	1.95	***	2425	7347.75	395	1.98
2532	32.34	149.93	216.77	***	399.04	2.0	***	2426	7350.78	404	2.02
2533	34.06	162.82	221.41	***	418.29	2.09	***	2427	7353.81	425	2.13
2534	34.67	169.31	223.3	***	427.28	2.14	***	2428	7356.84	436	2.18
2535	34.78	174.31	223.97	***	433.06	2.17	***	2429	7359.87	444	2.22
2536	35.08	180.74	224.01	***	439.83	2.2	***	2430	7362.9	445	2.23
2537	32.71	175.75	222.27	***	430.73	2.15	***	2431	7365.93	442	2.21
2538	31.91	177.91	222.07	***	431.89	2.16	***	2432	7368.96	446	2.23
2539	33.03	169.99	232.13	***	435.15	2.18	***	2433	7371.99	462	2.31
2540	33.18	179.27	232.41	***	444.86	2.22	***	2434	7375.02	471	2.35
2541	34.15	185.75	233.83	***	453.73	2.27	***	2435	7378.05	478	2.39
2542	32.07	143.45	226.01	***	401.53	2.01	***	2436	7381.08	427	2.13
2543	31.77	125.62	220.82	***	378.21	1.89	***	2437	7384.11	402	2.01
2544	34.16	140.66	227.92	***	402.74	2.01	***	2438	7387.14	430	2.15
2545	34.3	142.1	227.66	***	404.06	2.02	***	2439	7390.17	430	2.15
2546	31.56	129.89	221.04	***	382.49	1.91	***	2440	7393.2	405	2.02
2547	29.37	133.55	217.81	***	380.73	1.9	***	2441	7396.23	405	2.02
2548	29.84	157.14	218.84	***	405.82	2.03	***	2442	7399.26	421	2.1
2549	32.42	162.86	221.98	***	417.26	2.09	***	2443	7402.29	431	2.15
2550	31.71	134.28	213.42	***	379.41	1.9	***	2444	7405.32	385	1.93
2551	33.53	134.92	213.72	***	382.17	1.91	***	2445	7408.35	385	1.93
2552	34.25	133.47	215.84	***	383.56	1.92	***	2446	7411.38	385	1.93
2553	34.01	138.51	216.03	***	388.55	1.94	***	2447	7414.41	389	1.95
2554	35.66	159.22	221.84	***	416.72	2.08	***	2448	7417.44	422	2.11
2555	35.96	163.53	222.28	***	421.77	2.11	***	2449	7420.47	423	2.12
2556	32.0	135.68	214.53	***	382.21	1.91	***	2450	7423.5	387	1.94
2557	33.76	137.13	215.2	***	386.09	1.93	***	2451	7426.53	388	1.94
2558	34.05	142.81	218.2	***	395.06	1.98	***	2452	7429.56	401	2.0
2559	34.72	146.39	220.11	***	401.22	2.01	***	2453	7432.59	409	2.04
2560	33.85	144.31	218.99	***	397.15	1.99	***	2454	7435.62	406	2.03
2561	34.48	147.1	219.04	***	400.62	2.0	***	2455	7438.65	405	2.02
2562	37.9	171.41	226.29	***	435.6	2.18	***	2456	7441.68	437	2.19
2563	35.9	149.18	220.76	***	405.84	2.03	***	2457	7444.71	408	2.04
2564	31.09	152.86	216.69	***	400.64	2.0	***	2458	7447.74	412	2.06
2565	34.8	188.59	227.4	***	450.79	2.25	***	2459	7450.77	462	2.31
2566	34.39	184.35	225.86	***	444.6	2.22	***	2460	7453.8	455	2.27
2567	32.84	165.69	221.01	***	419.54	2.1	***	2461	7456.83	430	2.15
2568	35.74	192.15	228.96	***	456.85	2.28	***	2462	7459.86	466	2.33
2569	35.98	193.6	229.14	***	458.72	2.29	***	2463	7462.89	466	2.33
2570	32.81	164.26	220.76	***	417.83	2.09	***	2464	7465.92	427	2.13
2571	29.99	144.26	211.34	***	385.59	1.93	***	2465	7468.95	394	1.97
2572	32.2	157.81	218.61	***	408.62	2.04	***	2466	7471.98	418	2.09
2573	34.13	176.45	222.26	***	432.84	2.16	***	2467	7475.01	439	2.19
2574	34.43	176.49	222.68	***	433.6	2.17	***	2468	7478.04	441	2.21
2575	34.84	144.96	218.18	***	397.98	1.99	***	2469	7481.07	400	2.0
2576	36.48	155.01	223.12	***	414.61	2.07	***	2470	7484.1	417	2.08
2577	39.1	171.46	225.68	***	436.24	2.18	***	2471	7487.13	434	2.17
2578	39.83	157.8	225.04	***	422.67	2.11	***	2472	7490.16	418	2.09
2579	39.65	142.05	224.99	***	406.69	2.03	***	2473	7493.19	406	2.03
2580	43.35	159.18	232.47	***	435.0	2.17	***	2474	7496.22	434	2.17
2581	43.4	162.73	232.09	***	438.22	2.19	***	2475	7499.25	436	2.18
2582	41.9	149.11	229.74	***	420.75	2.1	***	2476	7502.28	423	2.12
2583	44.09	169.16	236.61	***	449.86	2.25	***	2477	7505.31	452	2.26
2584	44.87	175.61	238.74	***	459.22	2.3	***	2478	7508.34	463	2.31
2585	44.89	169.22	241.63	***	455.74	2.28	***	2479	7511.37	464	2.32
2586	42.15	148.51	232.58	***	423.24	2.12	***	2480	7514.4	432	2.16
2587	46.11	134.11	234.8	***	415.02	2.08	***	2481	7517.43	422	2.11
2588	44.2	136.94	234.3	***	415.44	2.08	***	2482	7520.46	428	2.14
2589	43.59	133.41	233.7	***	410.7	2.05	***	2483	7523.49	425	2.13
2590	45.0	136.96	233.16	***	415.12	2.08	***	2484	7526.52	425	2.13
2591	45.52	136.33	241.34	***	423.19	2.12	***	2485	7529.55	445	2.23
2592	46.89	134.18	237.0	***	418.07	2.09	***	2486	7532.58	429	2.15
2593	45.06	114.09	235.34	***	394.49	1.97	***	2487	7535.61	409	2.04
2594	46.13	109.83	236.5	***	392.46	1.96	***	2488	7538.64	405	2.02
2595	50.41	89.07	238.76	***	378.24	1.89	***	2489	7541.67	386	1.93
2596	51.72	92.6	240.24	***	384.56	1.92	***	2490	7544.7	391	1.96
2597	52.64	73.27	236.4	***	362.31	1.81	***	2491	7547.73	367	1.83
2598	54.59	73.29	235.77	***	363.65	1.82	***	2492	7550.76	357	1.78
2599	58.4	99.02	244.4	***	401.82	2.01	***	2493	7553.79	391	1.96
